32,"SATU MARE","ORAŞ NEGREŞTI-OAŞ",136599,2,FINAL,UAT,CL,CL_CE,"2024-06-12 01:53:32",13842,13712,21,66,43,4921,4812,0,66,43,4747,174,15179,10241,237,332,379,249,708,2,1,0,0,0,2641,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,1,0,172,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,513,2,0,0,0,0,0,0,0,0,0,0,69,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE","ORAŞ TĂŞNAD",136642,2,FINAL,UAT,CL,CL_CE,"2024-06-12 12:51:34",7416,7228,1,87,100,4232,4044,1,87,100,4014,218,7980,3748,200,280,321,267,0,0,0,0,0,0,0,0,0,1468,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2546,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE","ORAŞU NOU",138351,2,FINAL,UAT,CL,CL_CE,"2024-06-11 23:44:00",3129,2949,9,57,114,1790,1618,1,57,114,1730,60,3371,1581,86,121,138,129,145,1,0,0,0,0,97,0,1,1173,9,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,163,1,0,0,0,0,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",PĂULEŞTI,138431,2,FINAL,UAT,CL,CL_CE,"2024-06-12 01:36:07",5130,4998,13,86,33,2916,2799,3,81,33,2790,126,5503,2587,139,195,223,178,1438,8,0,0,0,0,420,2,0,814,4,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",PETREŞTI,138501,2,FINAL,UAT,CL,CL_CE,"2024-06-12 15:54:26",1623,1586,4,4,29,556,522,1,4,29,475,81,1789,1233,23,33,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",PIR,138538,2,FINAL,UAT,CL,CL_CE,"2024-06-11 22:10:48",1238,1206,0,12,20,822,790,0,12,20,714,108,1343,521,35,49,57,59,175,2,1,0,0,0,146,2,0,331,5,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",PIŞCOLT,138574,2,FINAL,UAT,CL,CL_CE,"2024-06-11 21:39:36",2470,2402,0,21,47,1535,1467,0,21,47,1425,110,2686,1151,71,99,114,101,415,4,0,0,0,0,336,3,0,329,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,75,0,1,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",POMI,138618,2,FINAL,UAT,CL,CL_CE,"2024-06-11 20:34:08",1620,1480,3,91,46,1064,925,2,91,46,1024,40,1650,586,51,71,81,83,184,2,0,0,0,0,493,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,51,0,1,0,0,0,57,0,1,0,0,0,48,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",PORUMBEŞTI,180028,2,FINAL,UAT,CL,CL_CE,"2024-06-11 19:35:50",2088,2052,6,5,25,1148,1118,0,5,25,1084,64,2304,1156,54,75,86,92,29,0,0,0,0,0,37,0,0,876,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",RACŞA,180091,2,FINAL,UAT,CL,CL_CE,"2024-06-12 16:18:58",2521,2435,0,11,75,1208,1122,0,11,75,1175,33,2685,1477,58,82,94,106,0,0,0,0,0,0,634,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,4,0,0,0,0,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",SĂCĂŞENI,138770,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:47:30",973,922,0,23,28,580,529,0,23,28,533,47,1011,431,26,37,42,56,143,2,1,0,0,0,90,1,1,249,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",SANISLĂU,138663,2,FINAL,UAT,CL,CL_CE,"2024-06-12 16:25:11",3012,2953,5,27,27,1713,1657,2,27,27,1511,201,3280,1567,75,105,120,111,319,2,1,112,1,0,100,0,1,0,0,0,337,3,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,1,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,492,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",SANTĂU,138734,2,FINAL,UAT,CL,CL_CE,"2024-06-12 16:33:20",2020,1951,2,15,52,1264,1196,1,15,52,1233,31,2190,926,61,86,98,112,905,8,0,0,0,0,76,0,1,252,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",SĂUCA,138805,2,FINAL,UAT,CL,CL_CE,"2024-06-12 01:30:11",1128,1082,1,25,20,781,735,1,25,20,707,74,1189,408,35,49,56,61,328,5,0,0,0,0,272,4,1,81,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",SOCOND,138869,2,FINAL,UAT,CL,CL_CE,"2024-06-12 16:06:26",2108,1964,2,81,61,1408,1266,0,81,61,1352,56,2198,790,67,94,108,101,1047,10,0,0,0,0,269,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",SUPUR,138921,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:12:10",3289,3211,2,57,19,1799,1722,1,57,19,1703,96,3570,1771,85,119,136,131,764,5,1,0,0,0,556,4,0,383,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE","TARNA MARE",139009,2,FINAL,UAT,CL,CL_CE,"2024-06-12 17:37:19",3124,3059,4,19,42,1386,1323,2,19,42,1304,82,3435,2049,65,91,104,96,266,2,1,0,0,0,731,7,0,88,0,0,0,0,0,0,0,0,0,0,0,45,0,0,83,0,1,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,"SATU MARE",TÂRŞOLŢ,139143,2,FINAL,UAT,CL,CL_CE,"2024-06-11 21:16:23",2559,2512,0,24,23,848,801,0,24,23,787,61,2788,1940,39,55,62,55,344,6,0,0,0,0,134,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,79,1,0,29,0,0,45,0,1,0,0,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
32,"SATU MARE",TEREBEŞTI,139054,2,FINAL,UAT,CL,CL_CE,"2024-06-12 10:57:03",1466,1376,2,51,37,1032,943,1,51,37,963,69,1650,618,48,67,77,82,291,3,0,0,0,0,436,5,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,52,0,1,49,0,1,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,"SATU MARE",TIREAM,139107,2,FINAL,UAT,CL,CL_CE,"2024-06-12 19:14:12",1953,1906,2,21,24,1016,971,0,21,24,960,56,2094,1078,48,67,76,87,112,1,0,0,0,0,124,1,1,555,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,"SATU MARE",TURŢ,139170,2,FINAL,UAT,CL,CL_CE,"2024-06-12 00:30:39",6535,6497,0,29,9,2634,2596,0,29,9,2466,168,7161,4527,123,172,197,161,1008,6,0,0,0,0,271,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,1,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,5,0
32,"SATU MARE",TURULUNG,139214,2,FINAL,UAT,CL,CL_CE,"2024-06-12 09:26:57",3508,3445,9,26,28,1720,1663,3,26,28,1629,91,3800,2080,81,114,130,121,170,1,1,0,0,0,167,1,0,605,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",URZICENI,139250,2,FINAL,UAT,CL,CL_CE,"2024-06-12 18:44:43",1251,1202,5,9,35,781,736,1,9,35,768,13,1363,582,38,53,61,85,0,0,0,0,0,0,0,0,0,481,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE","VALEA VINULUI",139287,2,FINAL,UAT,CL,CL_CE,"2024-06-12 09:03:26",1591,1510,2,35,44,918,838,1,35,44,872,46,1704,786,43,61,69,75,130,1,1,0,0,0,383,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,130,1,1,0,0,0,189,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",VAMA,139330,2,FINAL,UAT,CL,CL_CE,"2024-06-12 02:24:00",3401,3370,3,19,9,1723,1695,0,19,9,1611,112,3712,1989,80,112,128,115,527,4,1,0,0,0,346,3,0,398,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,2,0,13,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",VETIŞ,139358,2,FINAL,UAT,CL,CL_CE,"2024-06-12 18:58:35",4820,4724,13,61,22,2757,2671,3,61,22,2662,95,5218,2461,133,186,212,177,208,1,0,0,0,0,1195,6,1,1259,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE","VIILE SATU MARE",139394,2,FINAL,UAT,CL,CL_CE,"2024-06-12 11:55:05",3287,3066,4,59,158,2043,1827,1,59,156,1897,146,3391,1348,94,132,151,145,396,2,1,0,0,0,247,1,1,1092,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
