precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUREŞAN CORNELIU-PARTIDUL SOCIAL DEMOCRAT-voturi","DUMITREL ION-PARTIDUL NAȚIONAL LIBERAL-voturi","OLAR CORNELIU-DAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GHINESCU ION-PARTIDUL S.O.S. ROMÂNIA-voturi","ROF MARIUS-NICOLAE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","TALPAŞ CONSTANTIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
1,ALBA,"AŞEZĂMÂNTUL SOCIAL - GRĂDINIŢA ”SFÂNTA IRINA”",79,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:33",1135,1131,0,4,0,548,544,0,4,0,542,6,1300,752,81,375,33,10,39,4
1,ALBA,"ASOCIAŢIA JUDEŢEANĂ A VÂNĂTORILOR SI PESCARILOR SPORTIVI ALBA - CLUBUL BLAJ",84,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:28:04",324,320,0,3,1,172,168,0,3,1,170,2,400,228,19,127,8,8,6,2
1,ALBA,"BAZA DE AGREMENT A MUNICIPIULUI BLAJ",78,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:28:44",728,716,0,9,3,341,329,0,9,3,329,12,800,459,34,225,37,20,5,8
1,ALBA,"BAZIN OLIMPIC",31,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:09:26",1253,1242,2,9,0,458,449,0,9,0,444,14,1400,942,91,205,70,21,49,8
1,ALBA,"BAZIN OLIMPIC",30,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:22:40",1087,1078,0,8,1,437,428,0,8,1,423,14,1100,663,105,193,62,13,43,7
1,ALBA,"BIBLIOTECA COMUNALĂ",240,CRICĂU,4142,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:18",1057,995,1,25,36,790,729,0,25,36,776,14,1139,349,188,528,31,15,11,3
1,ALBA,"CĂMIN CULTURAL",225,"CETATEA DE BALTĂ",3958,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:08:47",590,574,0,4,12,247,231,0,4,12,232,15,633,386,44,150,28,5,4,1
1,ALBA,"CĂMIN CULTURAL",226,"CETATEA DE BALTĂ",3958,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:15:06",870,829,1,8,32,503,463,0,8,32,470,33,953,450,63,284,75,27,15,6
1,ALBA,"CĂMIN CULTURAL",250,FĂRĂU,4302,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:31",145,137,2,5,1,111,104,1,5,1,100,11,150,39,10,86,4,0,0,0
1,ALBA,"CĂMIN CULTURAL ASINIP",297,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:40:55",78,70,0,8,0,52,44,0,8,0,51,1,79,27,14,32,2,2,1,0
1,ALBA,"CĂMIN CULTURAL BĂLCACIU",288,JIDVEI,5103,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:29:16",1120,1078,0,10,32,507,465,0,10,32,485,22,1192,685,42,318,97,18,6,4
1,ALBA,"CĂMIN CULTURAL CĂPUD",171,"ORAŞ TEIUŞ",8096,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:38:03",262,254,0,7,1,156,148,0,7,1,150,6,279,123,79,37,24,5,3,2
1,ALBA,"CĂMIN CULTURAL CISTEI",317,MIHALŢ,5700,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:39:13",502,454,0,29,19,367,319,0,29,19,360,7,518,151,19,274,49,10,7,1
1,ALBA,"CĂMIN CULTURAL DOŞTAT",246,DOŞTAT,4268,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:12",462,409,0,31,22,335,282,0,31,22,324,11,460,125,55,235,9,3,19,3
1,ALBA,"CĂMIN CULTURAL DRÎMBAR",231,CIUGUD,1071,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:40:53",350,331,1,6,12,239,222,0,6,11,238,1,391,152,30,173,21,5,4,5
1,ALBA,"CĂMIN CULTURAL HĂPRIA",232,CIUGUD,1071,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:47:26",528,502,1,3,22,388,363,0,3,22,377,11,571,183,71,221,64,6,11,4
1,ALBA,"CĂMIN CULTURAL HOPÎRTA",266,HOPÂRTA,4703,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:06:14",204,199,0,2,3,104,99,0,2,3,103,1,235,131,7,78,11,1,5,1
1,ALBA,"CĂMIN CULTURAL IZVOARELE",293,LIVEZILE,5167,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:31:22",94,72,0,11,11,63,41,0,11,11,62,1,100,37,8,49,3,0,0,2
1,ALBA,"CĂMIN CULTURAL LEORINȚ",351,RĂDEŞTI,6547,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:44:01",267,244,0,16,7,214,191,0,16,7,210,4,292,78,7,197,3,2,1,0
1,ALBA,"CĂMIN CULTURAL LIMBA",233,CIUGUD,1071,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:18:17",343,325,7,5,6,220,206,3,5,6,212,8,386,166,37,121,33,4,14,3
1,ALBA,"CĂMIN CULTURAL LUNCA TÂRNAVEI",408,ŞONA,7865,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:32",324,312,1,7,4,200,189,0,7,4,196,4,348,148,50,125,13,5,3,0
1,ALBA,"CĂMIN CULTURAL MĂTIȘEȘTI",274,HOREA,4767,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:13:49",348,337,0,3,8,239,228,0,3,8,233,6,357,118,31,75,122,3,1,1
1,ALBA,"CĂMIN CULTURAL OBREJA",318,MIHALŢ,5700,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:16",450,421,0,15,14,288,259,0,15,14,285,3,482,194,62,183,26,5,8,1
1,ALBA,"CĂMIN CULTURAL POIANA AIUDULUI",294,LIVEZILE,5167,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:02:11",263,244,0,5,14,153,134,0,5,14,149,4,280,127,24,114,5,4,0,2
1,ALBA,"CĂMIN CULTURAL SÂNBENEDIC",251,FĂRĂU,4302,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:41:44",195,181,0,9,5,129,115,0,9,5,127,2,200,71,9,111,2,5,0,0
1,ALBA,"CĂMIN CULTURAL, SAT IZVORUL AMPOIULUI",178,"ORAŞ ZLATNA",1936,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:49:00",389,380,1,7,1,219,211,0,7,1,214,5,429,210,54,126,29,2,2,1
1,ALBA,"CĂMIN CULTURAL, SAT VÂLTORI",183,"ORAŞ ZLATNA",1936,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:07:59",164,155,0,9,0,95,86,0,9,0,91,4,183,88,14,55,14,1,7,0
1,ALBA,"CĂMIN CULTURAL ȘEUȘA",234,CIUGUD,1071,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:53:27",741,685,3,3,50,511,458,0,3,50,495,16,770,259,57,314,91,7,22,4
1,ALBA,"CĂMIN CULTURAL ȘIBOT",401,ŞIBOT,7810,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:32:26",1204,1153,2,24,25,750,699,2,24,25,709,41,1280,530,207,215,243,14,23,7
1,ALBA,"CĂMIN CULTURAL ȘILEA",252,FĂRĂU,4302,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:46:53",260,243,0,5,12,177,160,0,5,12,169,8,270,93,58,103,4,0,4,0
1,ALBA,"CĂMIN CULTURAL SILIVAŞ",267,HOPÂRTA,4703,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:11:48",244,240,0,3,1,157,153,0,3,1,154,3,275,118,3,149,1,1,0,0
1,ALBA,"CĂMIN CULTURAL ŞPĂLNACA",268,HOPÂRTA,4703,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 10:15:22",137,128,0,7,2,80,71,0,7,2,80,0,160,80,9,63,7,1,0,0
1,ALBA,"CĂMIN CULTURAL TĂUNI",430,"VALEA LUNGĂ",8354,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:32",241,227,0,8,6,131,117,0,8,6,122,9,245,114,12,57,49,2,1,1
1,ALBA,"CĂMIN CULTURAL TELEAC",235,CIUGUD,1071,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:22:15",362,347,0,2,13,263,248,0,2,13,258,5,436,173,64,149,31,5,5,4
1,ALBA,"CĂMIN CULTURAL TURDAŞ",269,HOPÂRTA,4703,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:19:47",133,127,0,3,3,78,72,0,3,3,75,3,160,82,16,44,10,3,2,0
1,ALBA,"CĂMIN CULTURAL VĂLIȘOARA",295,LIVEZILE,5167,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:45:13",139,118,0,10,11,109,88,0,10,11,84,25,140,31,22,50,5,3,3,1
1,ALBA,"CĂMIN CULTURAL VAMA SEACĂ",270,HOPÂRTA,4703,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:49:51",148,144,0,2,2,107,103,0,2,2,107,0,170,63,9,77,11,3,6,1
1,ALBA,"CĂMINUL CULTURAL",345,POŞAGA,6468,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 09:13:37",366,318,1,41,6,273,225,1,41,6,265,8,504,231,69,124,32,4,36,0
1,ALBA,"CĂMINUL CULTURAL",224,CERU-BĂCĂINŢI,3841,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:48",252,198,1,44,9,226,172,1,44,9,222,4,300,74,99,99,13,6,5,0
1,ALBA,"CĂMINUL CULTURAL ALBAC",184,ALBAC,2130,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:18:52",736,656,1,38,41,626,546,1,38,41,612,14,805,179,248,188,149,11,15,1
1,ALBA,"CĂMINUL CULTURAL ALECUŞ",406,ŞONA,7865,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:06:33",79,71,0,8,0,36,28,0,8,0,34,2,79,43,9,16,5,1,3,0
1,ALBA,"CĂMINUL CULTURAL ALMAȘU MARE - SUSENI",190,"ALMAŞU MARE",2309,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:53",210,200,0,7,3,152,142,0,7,3,151,1,222,70,49,58,17,4,23,0
1,ALBA,"CĂMINUL CULTURAL AVRAM IANCU",198,"AVRAM IANCU",2577,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:13:18",593,556,3,12,22,402,368,0,12,22,387,15,620,218,175,118,72,8,9,5
1,ALBA,"CĂMINUL CULTURAL BALOMIR",402,ŞIBOT,7810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:47",515,486,1,13,15,308,280,0,13,15,303,5,530,222,113,109,67,4,7,3
1,ALBA,"CĂMINUL CULTURAL BOZ",247,DOŞTAT,4268,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:42:22",402,393,0,4,5,278,269,0,4,5,272,6,440,162,71,186,6,4,3,2
1,ALBA,"CĂMINUL CULTURAL BUCERDEA GRÂNOASĂ",212,"BUCERDEA GRÂNOASĂ",9026,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:29:05",1050,1024,2,2,22,754,730,0,2,22,727,27,1200,446,51,346,280,26,21,3
1,ALBA,"CĂMINUL CULTURAL CĂPÎLNA DE JOS",289,JIDVEI,5103,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:47",640,605,0,9,26,414,379,0,9,26,402,12,717,303,31,283,70,11,6,1
1,ALBA,"CĂMINUL CULTURAL CIOARA DE SUS",121,"ORAŞ BAIA DE ARIEŞ",2915,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:12:21",188,173,0,7,8,116,101,0,7,8,113,3,210,94,11,21,80,1,0,0
1,ALBA,"CĂMINUL CULTURAL CIUGUDU DE JOS",420,UNIREA,8158,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:53:58",264,256,0,5,3,161,153,0,5,3,154,7,300,139,18,111,13,6,6,0
1,ALBA,"CĂMINUL CULTURAL ”EUGEN CURTA” GALTIU",386,SÂNTIMBRU,7384,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:32:17",400,393,0,2,5,242,235,0,2,5,232,10,433,191,38,119,51,13,9,2
1,ALBA,"CĂMINUL CULTURAL FEISA",290,JIDVEI,5103,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:59:32",595,574,0,3,18,401,380,0,3,18,394,7,679,278,58,280,34,14,7,1
1,ALBA,"CĂMINUL CULTURAL GĂBUD",328,NOŞLAC,6048,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:06",241,233,0,8,0,121,113,0,8,0,111,10,245,124,23,80,4,0,4,0
1,ALBA,"CĂMINUL CULTURAL GALDA DE JOS",253,"GALDA DE JOS",4366,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:48:13",1593,1555,1,24,13,1027,990,0,24,13,1000,27,1800,773,190,387,127,27,258,11
1,ALBA,"CAMINUL CULTURAL GEOGEL",344,PONOR,6397,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:28:48",221,181,1,32,7,171,131,1,32,7,153,18,235,64,19,110,18,2,3,1
1,ALBA,"CĂMINUL CULTURAL GEOMAL",400,STREMŢ,7767,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:24",245,230,0,4,11,173,158,0,4,11,168,5,250,77,72,66,23,4,1,2
1,ALBA,"CĂMINUL CULTURAL INOC",423,UNIREA,8158,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:39:57",162,156,0,5,1,84,78,0,5,1,84,0,180,96,22,26,18,8,9,1
1,ALBA,"CĂMINUL CULTURAL INURI",437,"VINŢU DE JOS",8826,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:42:18",153,141,1,10,1,77,65,1,10,1,75,2,148,71,18,41,11,0,3,2
1,ALBA,"CĂMINUL CULTURAL JIDVEI",287,JIDVEI,5103,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:09:59",1110,1068,2,3,37,597,557,0,3,37,582,15,1194,597,63,422,66,11,17,3
1,ALBA,"CĂMINUL CULTURAL LUNCA AMPOIȚEI",311,METEŞ,5577,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:56:35",205,195,0,2,8,132,122,0,2,8,127,5,230,98,16,84,20,0,4,3
1,ALBA,"CĂMINUL CULTURAL LUPȘA",305,LUPŞA,5336,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:41:46",629,613,0,10,6,487,471,0,10,6,479,8,710,223,134,256,72,5,11,1
1,ALBA,"CĂMINUL CULTURAL MĂHĂCENI",424,UNIREA,8158,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:03",216,200,1,8,7,118,103,0,8,7,114,4,226,108,18,81,6,5,4,0
1,ALBA,"CĂMINUL CULTURAL MERETEU",438,"VINŢU DE JOS",8826,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:26:40",188,180,1,7,0,125,118,0,7,0,123,2,189,64,48,48,22,3,0,2
1,ALBA,"CĂMINUL CULTURAL MUNCELU",122,"ORAŞ BAIA DE ARIEŞ",2915,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:03",278,275,0,2,1,179,176,0,2,1,175,4,300,121,51,49,61,6,8,0
1,ALBA,"CĂMINUL CULTURAL NECRILEȘTI",286,ÎNTREGALDE,4981,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:30",146,142,0,1,3,97,93,0,1,3,94,3,150,53,17,68,9,0,0,0
1,ALBA,"CĂMINUL CULTURAL OARDA DE JOS",49,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:05:52",1286,1278,6,1,1,609,607,0,1,1,593,16,1403,794,133,264,113,27,45,11
1,ALBA,"CĂMINUL CULTURAL OIEJDEA",258,"GALDA DE JOS",4366,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:31",660,649,1,6,4,436,426,0,6,4,405,31,750,314,55,200,29,15,102,4
1,ALBA,"CĂMINUL CULTURAL PĂGIDA",70,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:19:48",98,90,0,8,0,56,48,0,8,0,56,0,100,44,15,27,10,1,1,2
1,ALBA,"CĂMINUL CULTURAL POIANA AMPOIULUI",312,METEŞ,5577,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:36:03",211,200,1,8,2,135,125,0,8,2,126,9,239,104,40,69,12,3,1,1
1,ALBA,"CĂMINUL CULTURAL PRESACA AMPOIULUI",313,METEŞ,5577,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:58:28",289,277,0,4,8,221,209,0,4,8,217,4,270,49,52,99,53,3,10,0
1,ALBA,"CĂMINUL CULTURAL RĂZBOIENI-CETATE",165,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:23:27",1027,1014,1,6,6,454,442,0,6,6,441,13,1200,746,111,160,116,16,3,35
1,ALBA,"CĂMINUL CULTURAL SÂNCEL",379,SÂNCEL,7348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:01:37",1308,1265,1,7,35,817,775,0,7,35,794,23,1413,596,246,360,140,23,22,3
1,ALBA,"CĂMINUL CULTURAL SÂNTIMBRU",383,SÂNTIMBRU,7384,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:04",457,446,0,2,9,247,236,0,2,9,242,5,503,256,56,120,53,9,3,1
1,ALBA,"CĂMINUL CULTURAL SARTĂŞ",123,"ORAŞ BAIA DE ARIEŞ",2915,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:33:44",296,291,0,2,3,133,128,0,2,3,133,0,320,187,16,39,65,3,7,3
1,ALBA,"CĂMINUL CULTURAL SCĂRIȘOARA",388,SCĂRIŞOARA,7197,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:57:32",587,537,2,18,30,436,386,2,18,30,422,14,598,162,116,210,78,7,9,2
1,ALBA,"CĂMINUL CULTURAL SOHODOL",394,SOHODOL,7446,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:04:44",756,750,0,1,5,438,432,0,1,5,419,19,825,387,85,211,99,18,5,1
1,ALBA,"CĂMINUL CULTURAL STÂNA DE MUREȘ",329,NOŞLAC,6048,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:54:30",310,293,0,10,7,177,160,0,10,7,168,9,315,138,64,67,20,1,14,2
1,ALBA,"CĂMINUL CULTURAL VADU MOȚILOR",425,"VADU MOŢILOR",8229,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:22:42",1096,988,2,52,54,879,772,1,52,54,863,16,1206,327,226,416,194,10,14,3
1,ALBA,"CĂMINUL CULTURAL VESEUŞ",291,JIDVEI,5103,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:13:52",741,698,0,8,35,492,449,0,8,35,455,37,818,326,13,427,11,1,1,2
1,ALBA,"CĂMINUL CULTURAL VINŢU DE JOS",434,"VINŢU DE JOS",8826,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:21",1089,1068,2,9,10,657,638,0,9,10,637,20,1271,614,190,221,144,26,36,20
1,ALBA,"CĂMINUL CULTURAL VURPĂR",440,"VINŢU DE JOS",8826,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:27:59",872,861,2,8,1,537,528,0,8,1,524,13,904,367,85,227,179,12,15,6
1,ALBA,"CĂMINUL PENTRU PERSOANE VÂRSTNICE",44,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:33:25",1277,1232,0,45,0,662,617,0,45,0,642,20,1400,738,122,357,60,19,74,10
1,ALBA,"CASA DE CULTURĂ A STUDENŢILOR",6,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:21",717,707,0,10,0,283,273,0,10,0,278,5,800,517,59,138,35,10,29,7
1,ALBA,"CASA DE CULTURĂ ”ION SÂNGEREANU”",157,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:12:14",1199,1179,2,5,13,555,536,1,5,13,527,28,1300,745,148,308,33,10,23,5
1,ALBA,"CASA DE CULTURĂ TEIUŞ",166,"ORAŞ TEIUŞ",8096,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:41:13",1526,1511,1,8,6,817,803,0,8,6,800,17,1671,854,283,275,172,30,31,9
1,ALBA,"CASĂ PARTICULARĂ",428,"VALEA LUNGĂ",8354,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:31:19",167,155,0,8,4,124,112,0,8,4,119,5,170,46,12,70,35,0,1,1
1,ALBA,"CENTRU DE ZI PERSOANE VĂRSTNICE",385,SÂNTIMBRU,7384,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:39:36",74,68,0,3,3,49,43,0,3,3,48,1,76,27,4,40,3,0,1,0
1,ALBA,"CENTRUL CULTURAL ”IACOB MUREŞIANU’’",81,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:17",786,772,1,8,5,435,422,0,8,5,430,5,800,365,69,288,18,13,40,2
1,ALBA,"CENTRUL CULTURAL ”VALENTIN URITESCU” AL ORAŞULUI CUGIR",145,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:34:00",1260,1247,1,10,2,562,550,0,10,2,548,14,1400,838,141,257,66,10,72,2
1,ALBA,"CENTRUL DE INFORMARE TURISTICĂ",324,MOGOŞ,5826,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:23:27",489,451,1,24,13,313,276,0,24,13,299,14,530,217,74,187,30,4,3,1
