precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUREŞAN CORNELIU-PARTIDUL SOCIAL DEMOCRAT-voturi","DUMITREL ION-PARTIDUL NAȚIONAL LIBERAL-voturi","OLAR CORNELIU-DAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GHINESCU ION-PARTIDUL S.O.S. ROMÂNIA-voturi","ROF MARIUS-NICOLAE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","TALPAŞ CONSTANTIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
1,ALBA,"CENTRUL DE ZI PENTRU PERSOANE VÂRSTNICE",1,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 13:17:21",1760,1747,5,7,1,878,870,0,7,1,843,35,2000,1122,192,428,107,23,74,19
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ COLIBI (FOSTA ŞCOALĂ GENERALĂ)",335,OHABA,6164,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:45:17",21,20,0,1,0,12,11,0,1,0,11,1,38,26,0,7,3,0,1,0
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ (FOSTA ŞCOALĂ GENERALĂ CU CLASELE I-IV) PLAIURI",339,PIANU,6217,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:52:59",36,27,0,9,0,22,13,0,9,0,22,0,30,8,3,15,2,0,2,0
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ (FOSTĂ ŞCOALA GENERALĂ DOBRA)",415,ŞUGAG,8014,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:25:57",435,428,0,6,1,271,264,0,6,1,268,3,474,203,52,131,40,4,39,2
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ (FOSTĂ ŞCOALA GENERALĂ POIANA GALDEI)",259,"GALDA DE JOS",4366,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:37:46",121,111,0,10,0,100,90,0,10,0,95,5,150,50,22,55,10,1,6,1
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ SĂRĂCSĂU (FOSTA ŞCOALĂ GENERALĂ)",404,ŞIBOT,7810,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:56",148,139,0,5,4,71,62,0,5,4,68,3,157,86,21,24,18,2,2,1
1,ALBA,"CLĂDIRE ANEXĂ PRIMĂRIA LOPADEA NOUĂ",298,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:13:42",416,400,5,2,9,261,247,3,2,9,255,6,457,196,47,189,15,2,2,0
1,ALBA,"CLĂDIRE ANEXĂ PRIMĂRIA LOPADEA NOUĂ",301,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:35:49",52,44,0,8,0,35,27,0,8,0,34,1,50,15,6,23,2,1,2,0
1,ALBA,"CLĂDIRE ANEXĂ PRIMĂRIA LOPADEA NOUĂ",300,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:33:03",536,517,0,6,13,419,400,0,6,13,405,14,579,160,26,352,15,5,6,1
1,ALBA,"CLĂDIRE CĂMIN CULTURAL BERGHIN",200,BERGHIN,2988,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:35",680,666,2,4,8,312,300,0,4,8,297,15,700,388,28,129,119,12,6,3
1,ALBA,"CLĂDIRE CĂMIN CULTURAL GHIRBOM",201,BERGHIN,2988,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:26:10",389,385,1,3,0,253,250,0,3,0,244,9,400,147,22,181,28,4,7,2
1,ALBA,"CLĂDIRE CĂMIN CULTURAL HENIG",202,BERGHIN,2988,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:05:13",213,204,0,5,4,140,131,0,5,4,137,3,300,160,26,69,32,5,4,1
1,ALBA,"CLĂDIRE CĂMIN CULTURAL LUPU",223,CERGĂU,3805,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:46:11",207,190,1,7,9,154,138,0,7,9,150,4,230,76,26,84,4,3,32,1
1,ALBA,"CLĂDIRE CĂMIN CULTURAL STRAJA",203,BERGHIN,2988,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:47:45",270,268,0,2,0,154,152,0,2,0,145,9,300,146,21,90,21,9,4,0
1,ALBA,"COLEGIUL ECONOMIC „DIONISIE POP MARŢIAN”",7,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:38:08",1540,1512,18,6,4,830,820,0,6,4,811,19,1700,870,186,418,84,18,77,28
1,ALBA,"COLEGIUL NAŢIONAL ”AVRAM IANCU” CÂMPENI",128,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:52:15",875,858,0,10,7,521,504,0,10,7,507,14,945,424,158,199,98,27,23,2
1,ALBA,"COLEGIUL NAŢIONAL ”AVRAM IANCU” CÂMPENI",127,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:15:41",827,819,0,7,1,480,472,0,7,1,462,18,902,422,113,195,93,35,22,4
1,ALBA,"COLEGIUL NAŢIONAL ”DAVID PRODAN” CUGIR",138,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:55:44",1014,1002,2,10,0,418,407,1,10,0,403,15,1100,682,134,152,44,27,45,1
1,ALBA,"COLEGIUL NAŢIONAL ”DAVID PRODAN” CUGIR",139,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:26:43",996,987,3,5,1,406,400,0,5,1,395,11,1100,694,145,145,36,5,62,2
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",11,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:37:10",910,896,6,8,0,320,312,0,8,0,305,15,1000,680,57,130,75,10,30,3
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",9,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:00:10",1848,1818,18,12,0,942,930,0,12,0,924,18,2000,1058,170,496,108,22,106,22
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",8,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:29:03",967,923,8,33,3,470,434,0,33,3,457,13,1000,530,118,237,53,7,38,4
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",10,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:44:35",1339,1312,4,23,0,541,518,0,23,0,530,11,1500,959,138,250,75,18,34,15
1,ALBA,"COLEGIUL NAŢIONAL ”INOCHENTIE MICU CLAIN’’",86,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:00:38",1330,1319,2,6,3,702,692,1,6,3,686,16,1500,798,103,444,32,22,81,4
1,ALBA,"COLEGIUL NAŢIONAL ”LUCIAN BLAGA” SEBEŞ",103,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:26:56",1602,1585,12,5,0,832,827,0,5,0,812,20,1748,916,116,471,108,25,82,10
1,ALBA,"COLEGIUL NAŢIONAL ”LUCIAN BLAGA” SEBEŞ",102,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:53:17",1234,1212,1,10,11,661,640,0,10,11,613,48,1348,687,120,327,97,9,54,6
1,ALBA,"COLEGIUL NAŢIONAL ”TITU MAIORESCU” AIUD",63,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:43:59",1424,1395,1,4,24,682,654,0,4,24,664,18,1539,857,278,288,51,10,25,12
1,ALBA,"COLEGIUL TEHNIC „ALEXANDRU DOMȘA”",38,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:42:09",1848,1835,7,6,0,903,897,0,6,0,887,16,2000,1097,184,435,133,28,91,16
1,ALBA,"COLEGIUL TEHNIC „ALEXANDRU DOMȘA”",40,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:14:22",1335,1321,3,11,0,522,511,0,11,0,507,15,1500,978,89,206,108,31,66,7
1,ALBA,"COLEGIUL TEHNIC „ALEXANDRU DOMȘA”",39,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:01:04",1510,1502,0,8,0,577,569,0,8,0,556,21,1600,1023,119,233,71,25,100,8
1,ALBA,"COLEGIUL TEHNIC „APULUM”",13,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:32",965,950,0,15,0,372,357,0,15,0,365,7,1004,632,89,185,46,13,30,2
1,ALBA,"COLEGIUL TEHNIC „APULUM”",12,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:53",1115,1101,1,13,0,401,388,0,13,0,390,11,1300,899,101,144,77,18,43,7
1,ALBA,"COLEGIUL TEHNIC „APULUM”",14,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:59:52",1080,1066,4,10,0,397,387,0,10,0,386,11,1200,803,94,152,61,10,56,13
1,ALBA,"COLEGIUL TEHNIC „DORIN PAVEL”",36,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:42",857,831,4,22,0,364,342,0,22,0,356,8,900,536,75,166,57,16,35,7
1,ALBA,"COLEGIUL TEHNIC „DORIN PAVEL” ȘCOALA GENERALĂ NR. 9",35,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:37:46",1474,1445,18,11,0,709,698,0,11,0,683,16,1611,902,172,330,81,16,69,15
1,ALBA,"DIRECŢIA SANITAR-VETERINARĂ ŞI PENTRU SIGURANŢA ALIMENTELOR OCNA MUREŞ",158,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:23",1086,1072,1,8,5,474,461,0,8,5,451,23,1150,676,155,221,48,11,15,1
1,ALBA,"FLORIDA GOLD SRL",42,"MUNICIPIUL ALBA IULIA",1017,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 10:03:21",1266,1256,0,10,0,774,764,0,10,0,752,15,1400,626,158,387,79,18,84,26
1,ALBA,"FLORIDA GOLD SRL",41,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:41:14",1414,1387,21,6,0,723,716,1,6,0,716,7,1500,777,135,383,88,15,79,16
1,ALBA,"FOSTA ŞCOALĂ CU CLASELE I-IV BRĂDEȘTI",354,RÂMEŢ,6627,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:10:47",111,84,0,23,4,83,56,0,23,4,82,1,118,35,56,24,0,0,2,0
1,ALBA,"FOSTA ŞCOALĂ CU CLASELE I-IV VALEA INZELULUI",355,RÂMEŢ,6627,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:34:09",109,69,0,35,5,91,51,0,35,5,90,1,117,26,56,31,1,1,0,1
1,ALBA,"FOSTA ŞCOALĂ CU CLASELE I-IV VALEA MĂNĂSTIRII",356,RÂMEŢ,6627,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:28:53",149,129,1,8,11,117,97,1,8,11,115,2,145,28,15,96,2,0,1,1
1,ALBA,"FOSTA ŞCOALĂ GENERALĂ GÎMBAŞ",68,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 09:56:33",229,216,0,12,1,229,216,0,12,1,218,3,445,216,92,91,18,6,5,6
1,ALBA,"FOSTA ŞCOALĂ GENERALĂ GÎRBOVA DE SUS",73,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:21:05",203,195,0,8,0,95,87,0,8,0,94,1,220,125,38,28,23,1,2,2
1,ALBA,"FOSTA ŞCOALĂ GENERALĂ GÎRBOVIŢA",74,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:28:54",104,97,0,7,0,48,41,0,7,0,48,0,107,59,21,18,4,2,2,1
1,ALBA,"FOSTUL SEDIU AL PRIMĂRIEI PONOREL",433,VIDRA,8425,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:41:36",681,664,0,6,11,518,501,0,6,11,507,11,752,234,267,119,81,8,31,1
1,ALBA,"FOSTUL SEDIU C.A.P.",336,OHABA,6164,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:04:22",147,123,0,13,11,115,91,0,13,11,109,6,173,58,28,61,15,4,1,0
1,ALBA,"FOSTUL SEDIU CAP",360,"ROŞIA DE SECAŞ",6930,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:02:30",360,340,0,6,14,235,215,0,6,14,230,5,350,115,84,104,17,6,7,12
1,ALBA,"GARA CFR TEIUŞ",169,"ORAŞ TEIUŞ",8096,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:33",1001,987,2,7,5,550,538,0,7,5,528,22,1088,538,185,212,102,11,14,4
1,ALBA,"GRĂDINIȚA COPII RIMETEA",357,RIMETEA,6592,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:31:41",446,425,1,9,11,272,252,0,9,11,232,40,500,228,42,165,5,5,13,2
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂBANŢ",46,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:50",1269,1261,3,5,0,619,614,0,5,0,593,26,1400,781,140,254,108,27,48,16
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂBANŢ",45,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:51:12",1021,1006,7,3,5,443,435,0,3,5,429,14,1100,657,106,182,78,25,29,9
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL CERGĂU MIC",222,CERGĂU,3805,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:02:36",270,250,0,7,13,187,167,0,7,13,176,11,300,113,12,119,1,6,19,19
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL COȘLARIU",384,SÂNTIMBRU,7384,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:55:01",360,347,0,1,12,224,211,0,1,12,215,9,393,169,32,135,41,5,2,0
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL HERIA",249,FĂRĂU,4302,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:17:55",220,206,0,10,4,157,143,0,10,4,153,4,210,53,20,126,3,1,3,0
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL ”IZVOARELE” BLAJ",89,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:48:44",1285,1278,0,5,2,626,619,0,5,2,603,23,1400,774,82,377,53,27,58,6
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL MĂGINA",69,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:20",473,466,0,6,1,233,226,0,6,1,229,4,512,279,74,116,26,2,7,4
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL MICOŞLACA",164,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:25:34",250,237,0,11,2,120,107,0,11,2,118,2,300,180,34,67,11,2,3,1
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL - MIRĂSLĂU",319,MIRĂSLĂU,5755,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:36",713,696,0,8,9,416,399,0,8,9,397,19,766,350,146,178,28,11,32,2
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10",34,"MUNICIPIUL ALBA IULIA",1017,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 10:20:17",1474,1461,7,6,0,577,571,0,6,0,547,16,1583,1006,136,235,96,24,44,12
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 10",33,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:28:48",1677,1667,1,9,0,698,689,0,9,0,659,39,1900,1202,161,261,125,40,54,18
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3",160,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:16:28",1404,1391,2,7,4,704,693,0,7,4,689,15,1500,796,170,389,72,21,22,15
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 5",155,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:09:17",1304,1297,0,6,1,603,596,0,6,1,582,21,1400,797,145,300,82,22,29,4
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 5 PARTOŞ",43,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:31:27",831,824,1,5,1,406,400,0,5,1,393,13,1007,601,78,196,65,10,35,9
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL OARDA DE SUS",50,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:23",740,728,5,7,0,348,341,0,7,0,334,14,900,552,69,162,67,10,22,4
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL ”PRICHINDELUL”",248,FĂRĂU,4302,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:21:13",477,451,0,10,16,312,286,0,10,16,307,5,470,158,14,281,8,2,2,0
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMEA COPIILOR” BLAJ",77,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:30:20",571,561,1,9,0,297,288,0,9,0,285,12,600,303,35,186,13,11,38,2
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 11",19,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:59",1100,1086,2,12,0,399,386,1,12,0,388,11,1300,901,94,182,66,9,32,5
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",24,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:55:39",1027,1016,0,11,0,445,434,0,11,0,427,18,1223,778,113,210,53,12,34,5
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",25,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:23:30",1167,1158,0,9,0,571,562,0,9,0,557,14,1300,729,158,228,98,13,56,4
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 16",37,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:43:02",1570,1564,1,5,0,638,632,1,5,0,628,10,1700,1062,123,304,95,29,66,11
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 9",15,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:36:40",1263,1250,3,10,0,473,463,0,10,0,448,25,1400,927,75,199,93,34,38,9
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PITICOT” CUGIR",146,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:02",1133,1127,1,5,0,506,501,0,5,0,497,9,1300,794,137,229,39,20,67,5
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PRIMII PAŞI” AIUD",57,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:18:07",1060,1050,4,6,0,540,534,0,6,0,498,41,1150,609,227,188,42,7,26,8
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PRIMII PAŞI” AIUD",56,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:54",407,398,0,6,3,398,389,0,6,3,398,0,968,570,146,175,48,1,21,7
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT STEP BY STEP NR. 12",21,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:23:08",1012,1005,4,3,0,444,440,1,3,0,436,8,1200,756,120,208,47,17,34,10
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT STEP BY STEP NR. 12",20,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:50:04",997,984,3,10,0,451,440,1,10,0,435,15,1100,650,116,198,65,11,39,6
1,ALBA,"GRADINIŢA DE COPII CU PROGRAM NORMAL ICLOD",380,SÂNCEL,7348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:01:42",310,297,0,7,6,137,124,0,7,6,135,2,327,190,62,54,14,3,2,0
1,ALBA,"GRUP ȘCOLAR DE TURISM ARIEȘENI",195,ARIEŞENI,2381,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:10:52",519,458,2,27,32,466,406,1,27,32,457,9,600,134,159,250,37,3,8,0
1,ALBA,"GRUP ȘCOLAR DE TURISM ARIEȘENI",194,ARIEŞENI,2381,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:06:00",584,541,0,21,22,477,434,0,21,22,472,5,600,123,132,275,56,0,8,1
1,ALBA,"INTERNAT ŞCOLAR - OCOLIŞ",330,OCOLIŞ,6119,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:36",251,228,1,15,7,197,175,0,15,7,194,3,250,53,13,161,12,2,6,0
1,ALBA,"LICEUL ”CORNELIU MEDREA” ZLATNA",175,"ORAŞ ZLATNA",1936,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:37:00",1291,1277,3,9,2,641,630,0,9,2,625,16,1440,799,182,335,56,23,28,1
1,ALBA,"LICEUL CU PROGRAM SPORTIV",28,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:25",1398,1382,5,11,0,636,625,0,11,0,614,22,1600,964,148,305,78,10,68,5
1,ALBA,"LICEUL CU PROGRAM SPORTIV",26,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:40:59",1316,1301,2,13,0,584,571,0,13,0,568,16,1400,816,140,260,92,12,52,12
