precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
1,ALBA,"AŞEZĂMÂNTUL SOCIAL - GRĂDINIŢA ”SFÂNTA IRINA”",79,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:32",1135,1131,0,4,0,548,544,0,4,0,538,9,1300,753,99,19,314,35,15,53,3
1,ALBA,"ASOCIAŢIA JUDEŢEANĂ A VÂNĂTORILOR SI PESCARILOR SPORTIVI ALBA - CLUBUL BLAJ",84,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:28:03",324,320,0,3,1,172,168,0,3,1,169,3,400,228,25,2,119,3,11,7,2
1,ALBA,"BAZA DE AGREMENT A MUNICIPIULUI BLAJ",78,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:44",728,716,0,9,3,341,329,0,9,3,320,21,800,459,52,10,198,22,23,9,6
1,ALBA,"BAZIN OLIMPIC",31,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:09:26",1253,1242,2,9,0,458,449,0,9,0,445,13,1400,942,95,10,186,72,23,51,8
1,ALBA,"BAZIN OLIMPIC",30,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:40",1087,1078,0,8,1,437,428,0,8,1,425,12,1100,663,113,5,179,51,16,50,11
1,ALBA,"BIBLIOTECA COMUNALĂ",240,CRICĂU,4142,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:18",1057,995,1,25,36,790,729,0,25,36,769,21,1139,349,231,26,440,41,16,11,4
1,ALBA,"CĂMIN CULTURAL",225,"CETATEA DE BALTĂ",3958,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:03:48",590,574,0,4,12,247,231,0,4,12,227,20,633,386,50,8,133,25,7,4,0
1,ALBA,"CĂMIN CULTURAL",226,"CETATEA DE BALTĂ",3958,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:05",870,829,1,8,32,503,463,0,8,32,471,32,955,452,58,113,198,61,22,15,4
1,ALBA,"CĂMIN CULTURAL",250,FĂRĂU,4302,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:37:39",145,137,2,5,1,111,104,1,5,1,104,7,150,39,6,75,20,1,1,0,1
1,ALBA,"CĂMIN CULTURAL ASINIP",297,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:40:55",78,70,0,8,0,52,44,0,8,0,50,2,79,27,14,2,30,0,2,2,0
1,ALBA,"CĂMIN CULTURAL BĂLCACIU",288,JIDVEI,5103,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:02:06",1120,1078,0,10,32,507,465,0,10,32,469,38,1192,685,65,7,285,80,16,10,6
1,ALBA,"CĂMIN CULTURAL CĂPUD",171,"ORAŞ TEIUŞ",8096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:04",262,254,0,7,1,156,148,0,7,1,147,9,279,123,73,13,33,18,4,3,3
1,ALBA,"CĂMIN CULTURAL CISTEI",317,MIHALŢ,5700,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:39:12",502,454,0,29,19,367,319,0,29,19,360,7,518,151,28,5,263,44,12,7,1
1,ALBA,"CĂMIN CULTURAL DOŞTAT",246,DOŞTAT,4268,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:13",462,409,0,31,22,335,282,0,31,22,321,14,460,125,55,3,223,8,3,29,0
1,ALBA,"CĂMIN CULTURAL DRÎMBAR",231,CIUGUD,1071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:40:53",350,331,1,6,12,239,222,0,6,11,231,8,375,136,42,1,161,15,4,5,3
1,ALBA,"CĂMIN CULTURAL HĂPRIA",232,CIUGUD,1071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:09",528,502,1,3,22,388,363,0,3,22,373,15,555,167,90,7,201,54,5,13,3
1,ALBA,"CĂMIN CULTURAL HOPÎRTA",266,HOPÂRTA,4703,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:06:14",204,199,0,2,3,104,99,0,2,3,98,6,235,131,18,6,55,10,3,5,1
1,ALBA,"CĂMIN CULTURAL IZVOARELE",293,LIVEZILE,5167,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:31:15",94,72,0,11,11,63,41,0,11,11,58,5,100,37,13,0,39,3,0,0,3
1,ALBA,"CĂMIN CULTURAL LEORINȚ",351,RĂDEŞTI,6547,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:01",267,244,0,16,7,214,191,0,16,7,207,7,293,79,9,78,113,5,1,1,0
1,ALBA,"CĂMIN CULTURAL LIMBA",233,CIUGUD,1071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:45",343,325,7,5,6,220,206,3,5,6,203,17,370,150,38,4,108,28,8,15,2
1,ALBA,"CĂMIN CULTURAL LUNCA TÂRNAVEI",408,ŞONA,7865,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:09:31",324,312,1,7,4,200,189,0,7,4,193,7,341,141,58,4,111,9,4,4,3
1,ALBA,"CĂMIN CULTURAL MĂTIȘEȘTI",274,HOREA,4767,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:07",348,337,0,3,8,239,228,0,3,8,231,8,357,118,57,1,98,62,10,1,2
1,ALBA,"CĂMIN CULTURAL OBREJA",318,MIHALŢ,5700,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:20",450,421,0,15,14,288,259,0,15,14,280,8,482,194,78,1,160,27,6,7,1
1,ALBA,"CĂMIN CULTURAL POIANA AIUDULUI",294,LIVEZILE,5167,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:02:15",263,244,0,5,14,153,134,0,5,14,146,7,281,128,35,5,92,4,7,3,0
1,ALBA,"CĂMIN CULTURAL SÂNBENEDIC",251,FĂRĂU,4302,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:41:44",195,181,0,9,5,129,115,0,9,5,126,3,204,75,13,7,102,0,4,0,0
1,ALBA,"CĂMIN CULTURAL, SAT IZVORUL AMPOIULUI",178,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:40",389,380,1,7,1,219,211,0,7,1,213,6,429,210,67,2,112,25,2,3,2
1,ALBA,"CĂMIN CULTURAL, SAT VÂLTORI",183,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:23",164,155,0,9,0,95,86,0,9,0,90,5,179,84,16,3,56,9,1,5,0
1,ALBA,"CĂMIN CULTURAL ȘEUȘA",234,CIUGUD,1071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:53:24",741,685,3,3,50,511,458,0,3,50,490,21,750,239,68,4,284,96,7,30,1
1,ALBA,"CĂMIN CULTURAL ȘIBOT",401,ŞIBOT,7810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:53",1204,1153,2,24,25,750,699,2,24,25,717,32,1280,531,282,9,205,164,23,29,5
1,ALBA,"CĂMIN CULTURAL ȘILEA",252,FĂRĂU,4302,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:46:56",260,243,0,5,12,177,160,0,5,12,168,9,270,93,67,13,79,3,2,4,0
1,ALBA,"CĂMIN CULTURAL SILIVAŞ",267,HOPÂRTA,4703,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:11:49",244,240,0,3,1,157,153,0,3,1,147,10,275,118,12,6,127,0,2,0,0
1,ALBA,"CĂMIN CULTURAL ŞPĂLNACA",268,HOPÂRTA,4703,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:44:55",137,128,0,7,2,80,71,0,7,2,78,2,160,72,13,1,55,8,0,1,0
1,ALBA,"CĂMIN CULTURAL TĂUNI",430,"VALEA LUNGĂ",8354,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:32",241,227,0,8,6,131,117,0,8,6,121,10,245,114,19,2,56,41,2,1,0
1,ALBA,"CĂMIN CULTURAL TELEAC",235,CIUGUD,1071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:15",362,347,0,2,13,263,248,0,2,13,249,14,420,157,76,2,126,26,10,8,1
1,ALBA,"CĂMIN CULTURAL TURDAŞ",269,HOPÂRTA,4703,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:19:45",133,127,0,3,3,78,72,0,3,3,70,8,160,82,17,1,35,10,3,3,1
1,ALBA,"CĂMIN CULTURAL VĂLIȘOARA",295,LIVEZILE,5167,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:45:51",139,118,0,10,11,109,88,0,10,11,84,4,140,52,23,3,42,8,3,4,1
1,ALBA,"CĂMIN CULTURAL VAMA SEACĂ",270,HOPÂRTA,4703,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:05:06",107,103,0,2,2,107,103,0,2,2,106,1,170,62,17,5,68,6,3,7,0
1,ALBA,"CĂMINUL CULTURAL",345,POŞAGA,6468,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:02",381,333,1,41,6,273,225,1,41,6,261,12,504,231,85,3,111,22,3,36,1
1,ALBA,"CĂMINUL CULTURAL",224,CERU-BĂCĂINŢI,3841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:48",252,198,1,44,9,226,172,1,44,9,215,11,300,74,107,3,83,10,4,8,0
1,ALBA,"CĂMINUL CULTURAL ALBAC",184,ALBAC,2130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:18:52",736,656,1,38,41,626,546,1,38,41,601,25,805,179,313,9,159,72,22,22,4
1,ALBA,"CĂMINUL CULTURAL ALECUŞ",406,ŞONA,7865,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:06:33",79,71,0,8,0,36,28,0,8,0,33,3,79,43,10,2,12,5,1,2,1
1,ALBA,"CĂMINUL CULTURAL ALMAȘU MARE - SUSENI",190,"ALMAŞU MARE",2309,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:53",210,200,0,7,3,152,142,0,7,3,144,8,223,71,54,2,49,18,7,14,0
1,ALBA,"CĂMINUL CULTURAL AVRAM IANCU",198,"AVRAM IANCU",2577,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:20",593,556,3,12,22,402,368,0,12,22,379,22,620,219,190,9,90,60,12,13,5
1,ALBA,"CĂMINUL CULTURAL BALOMIR",402,ŞIBOT,7810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:47",515,486,1,13,15,308,280,0,13,15,301,7,530,222,128,3,96,53,6,12,3
1,ALBA,"CĂMINUL CULTURAL BOZ",247,DOŞTAT,4268,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:30:34",402,393,0,4,5,278,269,0,4,5,269,8,440,163,81,6,169,4,3,6,0
1,ALBA,"CĂMINUL CULTURAL BUCERDEA GRÂNOASĂ",212,"BUCERDEA GRÂNOASĂ",9026,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:43:13",1050,1024,2,2,22,754,730,0,2,22,715,39,1200,446,64,197,217,196,14,22,5
1,ALBA,"CĂMINUL CULTURAL CĂPÎLNA DE JOS",289,JIDVEI,5103,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:47",640,605,0,9,26,414,379,0,9,26,403,11,717,303,44,10,266,61,14,5,3
1,ALBA,"CĂMINUL CULTURAL CIOARA DE SUS",121,"ORAŞ BAIA DE ARIEŞ",2915,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:33:08",188,173,0,7,8,116,101,0,7,8,109,7,210,94,21,1,21,60,2,4,0
1,ALBA,"CĂMINUL CULTURAL CIUGUDU DE JOS",420,UNIREA,8158,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:40:54",264,256,0,5,3,161,153,0,5,3,154,7,300,139,27,3,100,11,5,6,2
1,ALBA,"CĂMINUL CULTURAL ”EUGEN CURTA” GALTIU",386,SÂNTIMBRU,7384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:24",395,388,0,2,5,252,245,0,2,5,235,8,433,190,52,2,101,42,16,18,4
1,ALBA,"CĂMINUL CULTURAL FEISA",290,JIDVEI,5103,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:45",618,597,0,3,18,401,380,0,3,18,382,19,679,278,83,5,252,23,11,7,1
1,ALBA,"CĂMINUL CULTURAL GĂBUD",328,NOŞLAC,6048,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:32",241,233,0,8,0,121,113,0,8,0,112,9,245,123,28,8,62,6,0,8,0
1,ALBA,"CĂMINUL CULTURAL GALDA DE JOS",253,"GALDA DE JOS",4366,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:48:12",1593,1555,1,24,13,1027,990,0,24,13,988,39,1800,773,236,25,320,88,29,279,11
1,ALBA,"CAMINUL CULTURAL GEOGEL",344,PONOR,6397,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:42",221,181,1,32,7,171,131,1,32,7,153,8,235,74,23,1,99,21,5,3,1
1,ALBA,"CĂMINUL CULTURAL GEOMAL",400,STREMŢ,7767,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:26",245,230,0,4,11,173,158,0,4,11,165,8,250,77,90,6,48,19,0,2,0
1,ALBA,"CĂMINUL CULTURAL INOC",423,UNIREA,8158,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:40:00",162,156,0,5,1,84,78,0,5,1,79,5,180,96,21,2,25,16,8,7,0
1,ALBA,"CĂMINUL CULTURAL INURI",437,"VINŢU DE JOS",8826,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:42:15",153,141,1,10,1,77,65,1,10,1,73,4,148,71,25,1,30,11,0,4,2
1,ALBA,"CĂMINUL CULTURAL JIDVEI",287,JIDVEI,5103,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:09:58",1110,1068,2,3,37,597,557,0,3,37,561,36,1194,597,73,16,381,62,5,21,3
1,ALBA,"CĂMINUL CULTURAL LUNCA AMPOIȚEI",311,METEŞ,5577,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:56:35",205,195,0,2,8,132,122,0,2,8,122,10,230,98,19,1,70,19,1,5,7
1,ALBA,"CĂMINUL CULTURAL LUPȘA",305,LUPŞA,5336,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:13:56",635,619,0,10,6,487,471,0,10,6,470,16,710,224,159,8,233,47,7,15,1
1,ALBA,"CĂMINUL CULTURAL MĂHĂCENI",424,UNIREA,8158,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:03",216,200,1,8,7,118,103,0,8,7,110,8,228,110,31,2,61,7,5,4,0
1,ALBA,"CĂMINUL CULTURAL MERETEU",438,"VINŢU DE JOS",8826,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:26:40",188,180,1,7,0,125,118,0,7,0,124,1,189,64,52,3,42,23,3,0,1
1,ALBA,"CĂMINUL CULTURAL MUNCELU",122,"ORAŞ BAIA DE ARIEŞ",2915,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:03",278,275,0,2,1,179,176,0,2,1,175,4,300,121,50,8,42,58,7,9,1
1,ALBA,"CĂMINUL CULTURAL NECRILEȘTI",286,ÎNTREGALDE,4981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:46",149,142,3,1,3,97,93,0,1,3,92,5,150,53,24,0,60,6,0,2,0
1,ALBA,"CĂMINUL CULTURAL OARDA DE JOS",49,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:34:54",1286,1278,6,1,1,609,607,0,1,1,586,23,1400,791,138,6,242,102,27,52,19
1,ALBA,"CĂMINUL CULTURAL OIEJDEA",258,"GALDA DE JOS",4366,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:31",660,649,1,6,4,436,426,0,6,4,414,22,750,314,55,116,125,24,14,78,2
1,ALBA,"CĂMINUL CULTURAL PĂGIDA",70,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:47",98,90,0,8,0,56,48,0,8,0,55,1,100,44,19,4,22,6,2,1,1
1,ALBA,"CĂMINUL CULTURAL POIANA AMPOIULUI",312,METEŞ,5577,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:36:04",211,200,1,8,2,135,125,0,8,2,124,11,239,104,39,1,67,10,3,3,1
1,ALBA,"CĂMINUL CULTURAL PRESACA AMPOIULUI",313,METEŞ,5577,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:58:28",289,277,0,4,8,221,209,0,4,8,210,11,277,56,73,0,79,46,4,7,1
1,ALBA,"CĂMINUL CULTURAL RĂZBOIENI-CETATE",165,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:23:27",1027,1014,1,6,6,454,442,0,6,6,430,24,1200,746,134,16,122,32,14,111,1
1,ALBA,"CĂMINUL CULTURAL SÂNCEL",379,SÂNCEL,7348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:01:47",1308,1265,1,7,35,817,775,0,7,35,782,35,1413,596,294,2,304,134,20,28,0
1,ALBA,"CĂMINUL CULTURAL SÂNTIMBRU",383,SÂNTIMBRU,7384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:03",457,446,0,2,9,247,236,0,2,9,236,11,503,256,68,9,105,41,11,1,1
1,ALBA,"CĂMINUL CULTURAL SARTĂŞ",123,"ORAŞ BAIA DE ARIEŞ",2915,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:33:46",296,291,0,2,3,133,128,0,2,3,131,2,320,187,25,1,32,59,4,9,1
1,ALBA,"CĂMINUL CULTURAL SCĂRIȘOARA",388,SCĂRIŞOARA,7197,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:29",587,537,2,18,30,436,386,2,18,30,414,22,598,162,143,4,205,34,14,11,3
1,ALBA,"CĂMINUL CULTURAL SOHODOL",394,SOHODOL,7446,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:52:29",756,750,0,1,5,438,432,0,1,5,413,25,825,387,114,2,186,81,18,8,4
1,ALBA,"CĂMINUL CULTURAL STÂNA DE MUREȘ",329,NOŞLAC,6048,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:32",310,293,0,10,7,177,160,0,10,7,172,5,315,138,54,58,35,14,0,11,0
1,ALBA,"CĂMINUL CULTURAL VADU MOȚILOR",425,"VADU MOŢILOR",8229,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:41:06",1096,988,2,52,54,879,772,1,52,54,854,25,1201,322,295,6,385,125,15,22,6
1,ALBA,"CĂMINUL CULTURAL VESEUŞ",291,JIDVEI,5103,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:53",779,736,0,8,35,492,449,0,8,35,438,50,818,330,28,14,388,3,2,3,0
1,ALBA,"CĂMINUL CULTURAL VINŢU DE JOS",434,"VINŢU DE JOS",8826,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:21",1089,1068,2,9,10,657,638,0,9,10,641,16,1271,614,215,17,177,134,37,46,15
1,ALBA,"CĂMINUL CULTURAL VURPĂR",440,"VINŢU DE JOS",8826,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:25",872,861,2,8,1,537,528,0,8,1,518,18,904,368,114,4,186,178,10,22,4
1,ALBA,"CĂMINUL PENTRU PERSOANE VÂRSTNICE",44,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:25",1277,1232,0,45,0,662,617,0,45,0,636,26,1400,738,108,19,316,70,18,93,12
1,ALBA,"CASA DE CULTURĂ A STUDENŢILOR",6,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:21",717,707,0,10,0,283,273,0,10,0,277,6,800,517,58,11,128,28,10,38,4
1,ALBA,"CASA DE CULTURĂ ”ION SÂNGEREANU”",157,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:12:12",1199,1179,2,5,13,555,536,1,5,13,537,18,1300,745,154,23,281,38,9,29,3
1,ALBA,"CASA DE CULTURĂ TEIUŞ",166,"ORAŞ TEIUŞ",8096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:14:39",1526,1511,1,8,6,817,803,0,8,6,797,20,1672,855,315,35,228,157,31,27,4
1,ALBA,"CASĂ PARTICULARĂ",428,"VALEA LUNGĂ",8354,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:31:19",167,155,0,8,4,124,112,0,8,4,120,4,170,46,20,2,61,35,0,2,0
1,ALBA,"CENTRU DE ZI PERSOANE VĂRSTNICE",385,SÂNTIMBRU,7384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:36",74,68,0,3,3,49,43,0,3,3,47,2,76,27,4,0,38,3,0,2,0
1,ALBA,"CENTRUL CULTURAL ”IACOB MUREŞIANU’’",81,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:17",786,772,1,8,5,435,422,0,8,5,427,8,800,365,76,19,242,25,12,51,2
1,ALBA,"CENTRUL CULTURAL ”VALENTIN URITESCU” AL ORAŞULUI CUGIR",145,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:55",1279,1266,1,10,2,562,550,0,10,2,539,23,1400,83,134,12,232,59,12,85,5
1,ALBA,"CENTRUL DE INFORMARE TURISTICĂ",324,MOGOŞ,5826,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:48",515,478,0,24,13,313,276,0,24,13,291,22,530,217,102,5,153,23,5,2,1
