precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
1,ALBA,"ŞCOALA PRIMARĂ ACMARIU",210,BLANDIANA,3397,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:39:32",293,247,0,18,28,241,195,0,18,28,222,19,300,59,33,4,160,13,0,12,0
1,ALBA,"ŞCOALA PRIMARĂ ALMAŞU DE MIJLOC",191,"ALMAŞU MARE",2309,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:14:30",124,114,0,8,2,83,73,0,8,2,79,4,125,42,29,2,18,9,1,20,0
1,ALBA,"ŞCOALA PRIMARĂ BĂCĂINŢI",403,ŞIBOT,7810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:45",213,203,0,4,6,136,126,0,4,6,133,3,230,94,24,4,86,17,1,1,0
1,ALBA,"ŞCOALA PRIMARĂ BELDIU",170,"ORAŞ TEIUŞ",8096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:42:20",206,198,0,8,0,127,119,0,8,0,121,6,221,94,66,4,22,25,1,1,2
1,ALBA,"ȘCOALA PRIMARĂ BEȚA",299,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:28:40",308,293,0,6,9,215,200,0,6,9,204,11,339,124,20,112,70,1,1,0,0
1,ALBA,"ŞCOALA PRIMARĂ BIHARIA",264,"GÂRDA DE SUS",4525,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:46:54",108,103,0,5,0,64,59,0,5,0,58,6,115,51,32,1,12,6,2,5,0
1,ALBA,"ŞCOALA PRIMARĂ BRĂZEŞTI",120,"ORAŞ BAIA DE ARIEŞ",2915,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:47",207,198,0,1,8,112,103,0,1,8,109,3,220,108,29,1,43,28,2,3,3
1,ALBA,"ȘCOALA PRIMARĂ BUCERDEA VINOASĂ",278,IGHIU,4927,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:55",810,778,0,11,21,524,492,0,11,21,510,14,870,346,133,3,280,31,12,47,4
1,ALBA,"ŞCOALA PRIMARĂ BUCIUM-SAT",214,BUCIUM,3459,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:45",385,368,0,5,12,277,260,0,5,12,257,3,400,140,124,4,103,19,4,3,0
1,ALBA,"ŞCOALA PRIMARĂ - BUCURU",150,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:11:38",94,84,0,10,0,46,36,0,10,0,45,1,100,54,6,2,32,3,0,2,0
1,ALBA,"ŞCOALA PRIMARĂ BUNINGINEA",237,CIURULEASA,4008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:31:40",370,356,1,2,11,261,247,1,2,11,239,22,390,129,140,0,31,52,9,4,3
1,ALBA,"ŞCOALA PRIMARĂ - CĂLENE",151,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:39:15",53,45,0,8,0,25,17,0,8,0,24,1,51,26,3,1,12,4,2,2,0
1,ALBA,"ȘCOALA PRIMARĂ CĂPÎLNA",374,SĂSCIORI,7099,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:04",677,670,0,6,1,344,337,0,6,1,326,18,756,412,92,2,189,21,6,15,1
1,ALBA,"ȘCOALA PRIMARĂ CĂRPINIȘ",261,GÂRBOVA,4482,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:38",216,197,2,13,4,139,121,1,13,4,134,5,230,91,50,4,69,3,0,6,2
1,ALBA,"ȘCOALA PRIMARĂ CASA DE PIATRĂ",196,ARIEŞENI,2381,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:00:53",85,79,0,3,3,73,67,0,3,3,70,3,100,27,21,1,42,4,0,0,2
1,ALBA,"ŞCOALA PRIMARĂ CERBU",215,BUCIUM,3459,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:40",238,216,0,8,14,166,144,0,8,14,159,7,300,134,87,3,41,21,2,4,1
1,ALBA,"ŞCOALA PRIMARĂ CERTEGE",130,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:27",327,310,0,10,7,160,143,0,10,7,149,11,350,190,39,1,85,8,10,5,1
1,ALBA,"ŞCOALA PRIMARĂ CETEA",255,"GALDA DE JOS",4366,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:40:15",345,323,1,12,9,221,200,0,12,9,216,5,400,179,37,3,129,28,7,12,0
1,ALBA,"ŞCOALA PRIMARĂ CIB",192,"ALMAŞU MARE",2309,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:05",234,213,0,11,10,202,181,0,11,10,195,7,252,50,18,5,84,14,3,66,5
1,ALBA,"ŞCOALA PRIMARĂ - CICĂU",320,MIRĂSLĂU,5755,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:01:55",79,72,0,5,2,44,37,0,5,2,44,0,80,36,18,3,15,6,0,2,0
1,ALBA,"ŞCOALA PRIMARĂ CIONEŞTI",185,ALBAC,2130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:25",516,470,0,26,20,437,391,0,26,20,404,30,550,116,177,0,161,47,11,5,3
1,ALBA,"ŞCOALA PRIMARĂ CIUCULEŞTI",216,BUCIUM,3459,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:46:10",212,193,0,11,8,212,193,0,11,8,202,10,340,128,98,2,69,24,4,0,5
1,ALBA,"ŞCOALA PRIMARĂ CIUGUDU DE SUS",421,UNIREA,8158,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:37",108,94,0,12,2,64,50,0,12,2,62,2,110,46,9,3,31,9,3,7,0
1,ALBA,"ŞCOALA PRIMARĂ CIULDEŞTI - COMUNA BISTRA",207,BISTRA,3039,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:01",593,574,0,14,5,372,353,0,14,5,354,18,643,271,110,2,188,34,18,1,1
1,ALBA,"ȘCOALA PRIMARĂ COBLEȘ",197,ARIEŞENI,2381,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:19:46",194,170,0,15,9,145,121,0,15,9,139,6,200,54,58,2,60,17,0,1,1
1,ALBA,"ŞCOALA PRIMARA COLŢEŞTI",358,RIMETEA,6592,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:30:27",439,415,0,3,21,263,239,0,3,21,259,4,468,205,21,233,5,0,0,0,0
1,ALBA,"ŞCOALA PRIMARĂ COSTEŞTI",186,ALBAC,2130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:19",84,75,0,8,1,66,57,0,8,1,61,5,90,24,33,1,17,2,2,6,0
1,ALBA,"ȘCOALA PRIMARĂ CRAIVA",241,CRICĂU,4142,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:58",307,286,0,8,13,226,205,0,8,13,219,7,319,93,62,1,119,26,2,8,1
1,ALBA,"ŞCOALA PRIMARĂ DEAL",219,CÂLNIC,4106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:38",316,298,1,7,10,240,222,1,7,10,232,8,400,160,49,0,170,2,6,5,0
1,ALBA,"ŞCOALA PRIMARĂ - DECEA",321,MIRĂSLĂU,5755,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:00",611,597,3,5,6,327,313,3,5,6,309,18,660,333,102,80,58,13,15,41,0
1,ALBA,"ŞCOALA PRIMARĂ ”DIONISIU POPOVICIU” TĂUŢI",314,METEŞ,5577,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:28",523,505,0,5,13,343,325,0,5,13,328,15,570,227,48,5,229,20,6,14,6
1,ALBA,"ŞCOALA PRIMARĂ DRAŞOV",412,ŞPRING,7945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:58",459,436,0,10,13,300,277,0,10,13,284,16,510,210,91,10,145,14,12,11,1
1,ALBA,"ŞCOALA PRIMARĂ DUMBRAVA",422,UNIREA,8158,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:44",308,262,0,13,33,173,127,0,13,33,165,8,300,127,22,2,120,15,3,2,1
1,ALBA,"ŞCOALA PRIMARĂ GALDA DE SUS",256,"GALDA DE JOS",4366,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:34:45",330,310,0,14,6,233,213,0,14,6,214,19,350,117,29,6,139,20,2,17,1
1,ALBA,"ŞCOALA PRIMARĂ ”GHEORGHE PAVELESCU” PURCĂREŢI",340,PIANU,6217,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:45:53",222,213,0,9,0,119,110,0,9,0,115,4,235,116,25,2,76,6,3,2,1
1,ALBA,"ŞCOALA PRIMARĂ GÎRBOVA DE JOS",72,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:57",411,395,1,15,0,174,159,0,15,0,172,2,450,276,52,1,62,27,10,14,6
1,ALBA,"ȘCOALA PRIMARĂ GIURGIUȚ",273,HOREA,4767,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:51",111,107,0,4,0,75,71,0,4,0,72,3,117,42,23,0,19,25,4,1,0
1,ALBA,"ŞCOALA PRIMARĂ GLOD",193,"ALMAŞU MARE",2309,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:13",156,149,0,6,1,120,113,0,6,1,111,8,164,45,21,1,25,34,3,26,1
1,ALBA,"ŞCOALA PRIMARĂ GLOGOVEŢ",427,"VALEA LUNGĂ",8354,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:34:42",146,128,0,13,5,87,69,0,13,5,80,4,146,62,10,1,30,31,2,5,1
1,ALBA,"ŞCOALA PRIMARĂ GOIEŞTI",432,VIDRA,8425,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:23",315,284,0,23,8,223,192,0,23,8,195,14,316,93,98,0,35,44,4,13,1
1,ALBA,"ŞCOALA PRIMARĂ GURA ARIEŞULUI, STRADA MICĂ NR. 84",304,"LUNCA MUREŞULUI",5309,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:52",357,344,0,11,2,216,203,0,11,2,207,9,370,154,45,21,114,15,5,3,4
1,ALBA,"ŞCOALA PRIMARĂ HĂDĂRĂU",306,LUPŞA,5336,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:06",295,289,0,2,4,212,206,0,2,4,202,10,355,143,64,0,109,17,4,7,1
1,ALBA,"ŞCOALA PRIMARĂ I-IV TÎRSA",199,"AVRAM IANCU",2577,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:55",610,589,0,4,17,470,449,0,4,17,447,23,680,206,228,4,65,122,17,7,4
1,ALBA,"ȘCOALA PRIMARĂ LAZ",375,SĂSCIORI,7099,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:59:36",329,321,1,7,0,203,196,0,7,0,193,10,351,148,70,2,94,8,12,6,1
1,ALBA,"ŞCOALA PRIMARĂ - LOPADEA VECHE",322,MIRĂSLĂU,5755,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:12:21",209,206,0,3,0,130,127,0,3,0,121,9,224,94,38,3,38,12,0,28,2
1,ALBA,"ȘCOALA PRIMARĂ LUNCA",429,"VALEA LUNGĂ",8354,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:56",421,405,0,12,4,231,215,0,12,4,216,15,440,209,31,5,94,79,1,5,1
1,ALBA,"ŞCOALA PRIMARĂ MĂRGINENI",370,SĂLIŞTEA,7044,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:32:56",55,46,0,9,0,36,27,0,9,0,32,4,60,24,12,0,11,5,0,4,0
1,ALBA,"ŞCOALA PRIMARĂ MĂRTINIE",416,ŞUGAG,8014,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:17:59",462,453,0,7,2,346,337,0,7,2,329,17,495,149,103,2,124,35,7,56,2
1,ALBA,"ŞCOALA PRIMARĂ MEŞCREAC",352,RĂDEŞTI,6547,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:49",265,242,1,18,4,196,173,1,18,4,188,8,284,88,27,7,140,10,1,3,0
1,ALBA,"ŞCOALA PRIMARĂ MIHOEŞTI",131,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:17:01",258,253,2,3,0,145,142,0,3,0,137,8,286,141,34,2,44,32,15,10,0
1,ALBA,"ŞCOALA PRIMARĂ - MUGEŞTI",152,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:48:08",82,75,0,7,0,26,19,0,7,0,24,2,100,74,4,1,14,2,0,3,0
1,ALBA,"ŞCOALA PRIMARĂ NEGEȘTI",390,SCĂRIŞOARA,7197,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:12:39",155,139,0,9,7,117,101,0,9,7,109,8,155,38,49,2,47,6,2,2,1
1,ALBA,"ŞCOALA PRIMARĂ - ORMENIŞ",323,MIRĂSLĂU,5755,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:59:35",65,59,1,5,0,43,38,0,5,0,41,2,70,27,20,7,8,5,0,1,0
1,ALBA,"ŞCOALA PRIMARĂ PÂCLIŞA",51,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:09",844,839,0,5,0,355,350,0,5,0,347,8,1000,645,99,5,131,77,16,16,3
1,ALBA,"ŞCOALA PRIMARĂ PĂNADE",381,SÂNCEL,7348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:27",511,486,1,4,20,395,371,0,4,20,380,15,560,165,270,3,74,21,7,5,0
1,ALBA,"ȘCOALA PRIMARĂ PĂTRUȘEȘTI",275,HOREA,4767,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:45:43",117,112,0,0,5,94,89,0,0,5,89,5,130,36,28,1,32,12,3,12,1
1,ALBA,"ȘCOALA PRIMARĂ PELEŞ",396,SOHODOL,7446,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:09:52",321,311,0,9,1,194,184,0,9,1,181,13,342,136,38,6,100,26,2,8,1
1,ALBA,"ŞCOALA PRIMARĂ PEŢELCA",172,"ORAŞ TEIUŞ",8096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:54:03",103,94,0,8,1,65,56,0,8,1,64,1,103,38,40,2,19,2,0,1,0
1,ALBA,"ŞCOALA PRIMARĂ PETRISAT",90,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:09:48",464,458,0,6,0,270,264,0,6,0,264,6,500,230,7,113,125,6,9,4,0
1,ALBA,"ŞCOALA PRIMARĂ POIANA",397,SOHODOL,7446,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:35:38",134,127,0,6,1,86,79,0,6,1,85,1,139,53,16,1,26,31,1,9,1
1,ALBA,"ŞCOALA PRIMARĂ POIENI",217,BUCIUM,3459,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:07",263,247,0,5,11,198,182,0,5,11,192,6,259,61,95,5,73,13,3,3,0
1,ALBA,"ŞCOALA PRIMARĂ - POȘAGA DE SUS",348,POŞAGA,6468,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:05",156,126,0,23,7,121,91,0,23,7,120,1,139,18,62,3,36,13,1,5,0
1,ALBA,"ŞCOALA PRIMARĂ POTIONCI",187,ALBAC,2130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:17:41",59,50,0,7,2,49,40,0,7,2,46,3,65,16,23,0,13,7,2,1,0
1,ALBA,"ȘCOALA PRIMARĂ PRELUCA",276,HOREA,4767,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:49:02",68,59,0,8,1,47,38,0,8,1,47,0,70,23,11,2,13,18,2,1,0
1,ALBA,"ȘCOALA PRIMARĂ RECIU",262,GÂRBOVA,4482,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:05",278,254,4,13,7,168,146,2,13,7,156,12,299,130,98,5,36,10,5,1,1
1,ALBA,"ŞCOALA PRIMARĂ ROGOZ",188,ALBAC,2130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:01",240,226,0,5,9,184,170,0,5,9,177,7,280,96,98,3,28,31,6,10,1
1,ALBA,"ŞCOALA PRIMARĂ RUNC",391,SCĂRIŞOARA,7197,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:28:05",134,114,0,7,13,109,89,0,7,13,96,13,145,36,25,2,39,21,4,4,1
1,ALBA,"ȘCOALA PRIMARĂ - RUNC",332,OCOLIŞ,6119,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:41:57",108,98,3,2,5,89,79,3,2,5,80,9,110,21,7,2,64,5,0,1,1
1,ALBA,"ȘCOALA PRIMARĂ - SAGAGEA",349,POŞAGA,6468,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:21",166,137,0,18,11,125,96,0,18,11,117,8,150,25,53,1,54,3,1,4,1
1,ALBA,"ŞCOALA PRIMARĂ SĂLCIUA DE JOS",367,SĂLCIUA,6976,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:24",710,668,2,7,33,436,396,0,7,33,419,17,700,264,141,9,175,57,8,28,1
1,ALBA,"ŞCOALA PRIMARĂ SĂLIŞTEA-DEAL",371,SĂLIŞTEA,7044,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:35",244,230,0,7,7,191,177,0,7,7,180,11,270,79,86,1,78,7,5,3,0
1,ALBA,"ŞCOALA PRIMARĂ , SAT GALAŢI",177,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:14:00",287,275,0,7,5,162,150,0,7,5,157,5,320,158,39,3,87,14,1,7,6
1,ALBA,"ŞCOALA PRIMARĂ , SAT PĂTRÂNGENI",179,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:14",492,483,0,5,4,271,262,0,5,4,262,9,550,279,86,2,146,10,3,15,0
1,ALBA,"ŞCOALA PRIMARĂ , SAT PIRITA",180,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:59",377,365,0,9,3,227,215,0,9,3,222,5,417,190,46,7,141,19,5,3,1
1,ALBA,"ŞCOALA PRIMARĂ , SAT TRÂMPOIELE",181,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:43",310,290,1,7,12,210,191,0,7,12,207,3,341,131,54,4,96,46,3,4,0
1,ALBA,"ŞCOALA PRIMARĂ , SAT VALEA MICĂ",182,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:41",336,323,1,7,5,240,228,0,7,5,233,7,373,133,32,6,123,57,2,10,3
1,ALBA,"ȘCOALA PRIMARĂ SEBEȘEL",378,SĂSCIORI,7099,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:36",1138,1132,1,4,1,732,727,0,4,1,699,33,1254,522,299,8,304,33,23,28,4
1,ALBA,"ŞCOALA PRIMARĂ SFOARTEA",392,SCĂRIŞOARA,7197,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:40:14",74,61,0,8,5,55,42,0,8,5,53,2,70,15,13,2,28,7,2,1,0
1,ALBA,"ŞCOALA PRIMARĂ ȘTIULEȚI",393,SCĂRIŞOARA,7197,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:13",116,94,0,8,14,103,81,0,8,14,96,7,122,19,29,0,50,13,1,1,2
1,ALBA,"ŞCOALA PRIMARĂ TĂRTĂRIA",372,SĂLIŞTEA,7044,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:57:02",580,552,0,8,20,449,421,0,8,20,427,22,660,211,209,8,150,36,3,19,2
1,ALBA,"ŞCOALA PRIMARĂ TOTOI",387,SÂNTIMBRU,7384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:40",461,450,0,2,9,249,238,0,2,9,236,13,503,254,62,9,125,27,8,3,2
1,ALBA,"ȘCOALA PRIMARĂ TRIFEȘTI",272,HOREA,4767,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:25",377,370,0,0,7,259,252,0,0,7,249,10,400,141,90,3,76,72,5,3,0
1,ALBA,"ŞCOALA PRIMARĂ UIOARA DE JOS",161,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:26",844,833,1,5,5,360,350,0,5,5,335,25,900,540,121,8,136,33,15,16,6
1,ALBA,"ŞCOALA PRIMARĂ UIOARA DE SUS, SALA NR. 1",162,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:32",1331,1320,3,4,4,567,559,0,4,4,536,31,1450,883,153,24,254,66,11,25,3
1,ALBA,"ȘCOALA PRIMARĂ UNGUREI",361,"ROŞIA DE SECAŞ",6930,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:36",300,295,1,2,2,176,172,0,2,2,170,6,300,124,93,1,45,11,2,13,5
1,ALBA,"ŞCOALA PRIMARĂ VALEA BISTRII",132,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:58",368,358,1,8,1,236,227,0,8,1,224,12,394,158,84,3,46,35,42,13,1
1,ALBA,"ŞCOALA PRIMARĂ VALEA LUPȘII",308,LUPŞA,5336,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:13",667,645,0,4,18,484,462,0,4,18,467,17,730,246,166,5,209,62,11,12,2
1,ALBA,"ŞCOALA PRIMARĂ VALEA VINŢULUI",439,"VINŢU DE JOS",8826,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:01:06",311,295,1,12,3,172,157,0,12,3,158,14,310,138,61,4,17,58,9,8,1
1,ALBA,"ŞCOALA PRIMARĂ VÂRŞI",129,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:09",515,509,0,6,0,298,292,0,6,0,282,16,561,263,72,3,98,63,34,12,0
1,ALBA,"ȘCOALA PRIMARĂ - VIDOLM",333,OCOLIŞ,6119,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:23:42",78,44,0,30,4,69,35,0,30,4,65,4,70,1,12,0,45,4,0,0,4
1,ALBA,"SEDIU ADMINISTRATIV VINGARD - COMUNA ŞPRING",413,ŞPRING,7945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:17",552,536,1,6,9,316,301,0,6,9,295,20,625,310,107,3,151,10,7,17,0
1,ALBA,"SEMINARUL TEOLOGIC ORTODOX „SFÂNTUL SIMION ŞTEFAN”",16,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:35:41",1327,1287,5,13,22,549,514,0,13,22,535,14,1400,850,138,8,211,84,22,64,8
1,ALBA,"SERVICIUL PUBLIC DE ADMINISTRARE A PATRIMONIULUI SEBEŞ",93,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:08:05",1859,1840,7,10,2,855,843,0,10,2,815,40,1840,981,178,43,390,111,33,50,10
1,ALBA,"SERVICIUL PUBLIC DE ASISTENŢĂ SOCIALĂ BLAJ",83,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:20:09",498,494,1,2,1,269,266,0,2,1,265,4,500,231,33,3,167,16,10,34,2
1,ALBA,"STADION MUNICIPAL „CETATE”",32,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:19:43",1322,1311,2,9,0,626,617,0,9,0,596,21,1500,883,159,8,244,70,19,82,14
1,ALBA,"TABĂRA DE CREAȚIE SI ODIHNĂ ”AVRAM IANCU”",331,OCOLIŞ,6119,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:49:17",58,42,0,12,4,48,32,0,12,4,47,1,70,22,3,0,40,2,1,1,0
