precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","ALIANȚA PUSL + PRO ROMÂNIA-voturi"
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.4",72,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:17",1411,1385,21,4,1,651,644,2,4,1,640,11,1538,887,196,42,127,10,84,6,8,11,121,27,8
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.4",127,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:05",1006,994,1,7,4,479,468,0,7,4,465,14,1050,571,37,40,109,20,78,7,81,11,51,27,4
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.4",70,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:31",1294,1280,6,8,0,584,573,3,8,0,575,9,1424,840,157,46,103,10,60,3,7,25,126,26,12
34,SIBIU,"ȘCOALA GIMNAZIALĂ NR.4 SIBIU",69,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:54",1311,1281,19,6,5,584,572,1,6,5,572,10,1425,841,154,50,84,10,98,4,5,11,118,26,12
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.7",118,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:31",900,890,0,8,2,346,336,0,8,2,332,14,1000,654,15,25,93,21,44,2,91,7,23,10,1
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.7",117,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:14",1236,1225,1,6,4,541,531,0,6,4,523,18,1300,759,26,33,185,20,67,3,129,12,39,7,2
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.7",119,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:51",1073,1065,3,2,3,476,472,0,2,2,465,11,1150,673,28,30,121,26,74,5,113,9,41,15,3
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.7",120,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:37",925,913,2,6,4,339,329,0,6,4,330,9,1000,661,15,28,79,21,59,8,98,3,13,5,1
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.7 CORP A",122,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:37",918,901,1,7,9,411,396,0,7,8,399,12,1000,589,20,35,114,22,53,1,103,10,27,11,3
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.7 CORP A",123,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:12",1067,1060,0,5,2,365,358,0,5,2,351,14,1150,785,15,31,59,17,44,4,142,1,30,7,1
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.7 CORP A",124,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:07:48",1047,1046,0,0,1,391,390,0,0,1,369,22,1150,759,19,41,87,8,65,2,99,8,30,9,1
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 8",31,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:08",1381,1372,6,3,0,635,631,1,3,0,620,15,1510,875,156,51,108,12,98,6,27,22,95,29,16
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 8",32,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:58",1245,1245,0,0,0,586,586,0,0,0,563,23,1368,782,197,53,89,0,100,6,8,17,69,20,4
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 8",30,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:14",1153,1148,0,5,0,520,515,0,5,0,506,14,1279,759,173,38,80,2,69,5,11,8,92,22,6
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 8",33,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:26",1778,1756,15,6,1,772,765,0,6,1,750,22,1938,1166,196,72,149,12,94,5,24,22,146,25,5
34,SIBIU,"ŞCOALA GIMNAZIALA OCNA SIBIULUI",199,"ORAŞ OCNA SIBIULUI",143851,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:03:02",980,968,3,7,2,532,522,1,7,2,505,27,1070,538,34,66,146,33,142,2,6,9,53,11,3
34,SIBIU,"ŞCOALA GIMNAZIALĂ OCNA SIBIULUI",200,"ORAŞ OCNA SIBIULUI",143851,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:38:29",969,964,0,4,1,502,497,0,4,1,471,31,1060,558,25,60,178,25,89,4,6,9,67,8,0
34,SIBIU,"ŞCOALA GIMNAZIALĂ OCTAVIAN GOGA RĂŞINARI",331,RĂŞINARI,143520,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:11:19",1526,1515,5,4,2,825,817,2,4,2,769,56,1670,845,51,103,315,2,198,2,5,22,30,38,3
34,SIBIU,"ŞCOALA GIMNAZIALĂ RADU SELEJAN",85,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:20",936,931,0,5,0,365,360,0,5,0,357,8,1024,659,79,26,62,4,61,2,4,9,80,23,7
34,SIBIU,"ŞCOALA GIMNAZIALĂ RADU SELEJAN",86,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:39",1103,1097,1,5,0,374,368,1,5,0,360,6,1204,835,92,41,56,1,42,5,16,9,70,20,8
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",79,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:15",1229,1222,2,5,0,544,539,0,5,0,536,8,1367,823,148,35,93,3,88,2,10,20,100,31,6
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",81,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:12:57",960,953,2,5,0,358,353,0,5,0,339,19,1070,712,104,34,55,3,67,2,8,7,42,10,7
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",83,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:40:16",1145,1136,2,7,0,348,341,0,7,0,338,10,1250,902,73,44,63,2,61,2,7,14,50,16,6
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",80,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:06",1170,1163,3,4,0,452,448,0,4,0,442,10,1295,843,112,54,74,3,82,5,6,15,62,21,8
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",77,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:21",1141,1137,2,2,0,356,354,0,2,0,338,18,1255,899,92,42,52,1,53,2,10,17,45,21,3
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",82,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:39",1147,1141,1,5,0,439,434,0,5,0,414,25,1249,801,109,45,86,4,54,3,8,12,56,32,5
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGELE FERDINAND",78,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:45",1290,1283,1,6,0,419,413,0,6,0,410,9,1410,991,120,50,56,3,66,7,16,13,49,25,5
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGINA MARIA",45,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:09:20",1159,1139,12,8,0,513,505,0,8,0,502,11,1255,742,125,43,104,4,79,6,7,12,94,20,8
34,SIBIU,"ŞCOALA GIMNAZIALĂ REGINA MARIA",46,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:20",986,962,8,15,1,406,390,0,15,1,400,6,1061,655,116,33,56,2,65,0,10,10,82,20,6
34,SIBIU,"ŞCOALA GIMNAZIALĂ RUJA",158,"ORAŞ AGNITA",143682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:39",965,957,2,6,0,456,450,0,6,0,436,20,1070,614,19,73,290,0,30,2,0,16,5,0,1
34,SIBIU,"ŞCOALA GIMNAZIALĂ RUŞI (CORP C2)",344,SLIMNIC,145603,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:35",731,719,3,7,2,392,382,1,7,2,362,30,1000,608,18,38,80,3,65,6,2,10,132,6,2
34,SIBIU,"ŞCOALA GIMNAZIALĂ SAVA POPOVICI BARCIANU RĂŞINARI",332,RĂŞINARI,143520,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:12",1474,1468,0,5,1,791,785,0,5,1,748,43,1610,819,42,93,342,0,166,8,7,20,46,21,3
34,SIBIU,"SCOALA GIMNAZIALA SEICA MARE",347,"ŞEICA MARE",145667,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:17",867,857,1,2,7,467,458,0,2,7,413,45,895,437,13,46,126,6,62,4,2,9,73,71,1
34,SIBIU,"SCOALA GIMNAZIALA SEICA MARE",346,"ŞEICA MARE",145667,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:57:29",991,953,3,15,20,588,552,1,15,20,520,11,1000,469,21,43,269,4,69,2,5,8,57,39,3
34,SIBIU,"ŞCOALA GIMNAZIALĂ SLIMNIC",342,SLIMNIC,145603,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:00",1299,1286,0,6,7,746,733,0,6,7,679,54,1600,867,34,83,258,1,147,3,3,6,77,62,5
34,SIBIU,"ŞCOALA GIMNAZIALĂ SLIMNIC",343,SLIMNIC,145603,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:50:07",1096,1078,4,7,7,634,620,0,7,7,595,39,1300,666,35,66,252,0,129,3,0,9,52,48,1
34,SIBIU,"SCOALA GIMNAZIALA SURA MICA",369,"ŞURA MICĂ",145792,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:02:41",1341,1319,8,9,5,752,738,0,9,5,705,47,1400,648,56,95,288,2,151,2,7,13,66,21,4
34,SIBIU,"ŞCOALA GIMNAZIALA VESEUD",345,SLIMNIC,145603,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:59:56",170,159,0,11,0,91,80,0,11,0,90,1,310,219,2,10,39,0,10,0,0,0,12,17,0
34,SIBIU,"ŞCOALA PRIMARĂ AMNAŞ",206,"ORAŞ SĂLIŞTE",145499,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:29",371,353,3,12,3,177,161,2,12,2,169,8,400,223,11,13,95,2,38,1,0,2,6,0,1
34,SIBIU,"ŞCOALA PRIMARĂ APOȘ",240,BÂRGHIŞ,144232,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:57",278,275,1,2,0,141,139,0,2,0,125,16,290,149,5,51,26,3,12,2,1,5,4,16,0
34,SIBIU,"ŞCOALA PRIMARĂ ARMENI",292,LOAMNEŞ,144795,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:24:43",439,426,0,12,1,225,212,0,12,1,210,15,470,245,7,26,17,1,100,4,2,2,46,4,1
34,SIBIU,"SCOALA PRIMARA BOARTA",349,"ŞEICA MARE",145667,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:31:13",322,312,2,4,4,169,161,0,4,4,164,5,340,171,3,13,37,7,44,0,3,3,21,32,1
34,SIBIU,"ŞCOALA PRIMARA BROŞTENI",319,PĂUCA,145220,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:16:27",255,249,1,2,3,150,145,0,2,3,143,7,275,125,1,15,94,2,23,0,1,3,0,2,2
34,SIBIU,"SCOALA PRIMARA BUIA",350,"ŞEICA MARE",145667,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:23",496,466,3,15,12,268,249,0,7,12,246,22,490,222,7,20,69,6,43,1,2,5,51,42,0
34,SIBIU,"ȘCOALA PRIMARĂ CLASELE I-IV MERGHINDEAL",298,MERGHINDEAL,144964,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:04",737,704,1,11,21,348,320,1,9,18,320,28,790,442,6,61,44,4,191,2,0,4,3,1,4
34,SIBIU,"SCOALA PRIMARA COPSA MARE",246,BIERTAN,144198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:59",412,401,2,7,2,194,183,2,7,2,173,21,440,246,7,47,73,0,43,0,1,1,1,0,0
34,SIBIU,"ȘCOALA PRIMARĂ DEALU FRUMOS",299,MERGHINDEAL,144964,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:30",586,561,3,12,10,313,291,0,12,10,297,16,660,347,11,31,21,2,222,0,0,4,3,0,3
34,SIBIU,"SCOALA PRIMARA FOFELDEA",311,NOCRICH,145140,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:34",392,361,3,27,1,257,228,1,27,1,240,15,400,145,2,9,4,1,212,0,2,3,2,5,0
34,SIBIU,"ŞCOALA PRIMARĂ GLÎMBOACA",166,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:28:55",205,197,0,8,0,111,103,0,8,0,103,8,220,109,6,21,37,0,22,0,0,5,10,2,0
34,SIBIU,"ŞCOALA PRIMARĂ HAŞAG",293,LOAMNEŞ,144795,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:02",527,513,3,6,5,286,274,1,6,5,269,17,580,294,14,33,39,2,132,0,1,11,34,3,0
34,SIBIU,"ŞCOALA PRIMARĂ MAG",209,"ORAŞ SĂLIŞTE",145499,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:30",425,412,0,13,0,258,245,0,13,0,215,43,450,192,4,40,73,0,82,0,0,2,12,2,0
34,SIBIU,"ȘCOALA PRIMARĂ METIȘ - CORP NOU",304,MIHĂILENI,145042,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:47",251,248,1,2,0,125,122,1,2,0,108,17,280,155,4,13,11,2,39,1,0,2,33,3,0
34,SIBIU,"ȘCOALA PRIMARĂ MOVILE",279,IACOBENI,144651,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:37:05",272,270,1,1,0,136,134,1,1,0,128,8,460,324,3,13,22,0,83,0,1,3,1,2,0
34,SIBIU,"ȘCOALA PRIMARĂ NETUȘ",280,IACOBENI,144651,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:57",409,407,0,2,0,225,223,0,2,0,202,23,500,275,2,27,31,0,128,1,2,4,1,4,2
34,SIBIU,"ȘCOALA PRIMARĂ NOU SĂSESC",288,LASLEA,144731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:12",610,598,6,6,0,173,167,0,6,0,162,11,800,627,17,14,70,0,51,0,1,3,6,0,0
34,SIBIU,"ŞCOALA PRIMARĂ NR. 2 COPŞA MICĂ, STRADA TÂRNĂVIOARA, NR.76",188,"ORAŞ COPŞA MICĂ",143771,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:26:41",447,440,1,6,0,171,165,0,6,0,152,19,480,309,1,28,93,2,21,0,1,4,0,2,0
34,SIBIU,"ŞCOALA PRIMARĂ PELIȘOR",242,BÂRGHIŞ,144232,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:18:06",403,396,0,7,0,191,184,0,7,0,169,22,400,209,2,88,25,2,26,1,0,5,18,0,2
34,SIBIU,"ŞCOALA PRIMARA PRESACA",320,PĂUCA,145220,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:30:33",282,280,0,2,0,178,176,0,2,0,172,6,306,128,3,14,124,0,19,1,1,2,5,1,2
34,SIBIU,"SCOALA PRIMARĂ PROD",276,HOGHILAG,144615,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:05:07",225,202,0,9,14,138,115,0,9,14,136,1,220,83,4,17,2,0,105,0,1,2,5,0,0
34,SIBIU,"ȘCOALA PRIMARĂ RĂVĂȘEL",305,MIHĂILENI,145042,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:36",274,263,0,4,7,166,155,0,4,7,125,41,290,124,3,13,15,1,32,1,1,0,57,2,0
34,SIBIU,"SCOALA PRIMARA RICHIS",247,BIERTAN,144198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:34",648,626,8,8,6,335,319,2,8,6,310,25,680,345,8,88,169,3,29,1,0,2,8,1,1
34,SIBIU,"ȘCOALA PRIMARĂ ROANDOLA",289,LASLEA,144731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:33:56",286,266,9,11,0,81,70,0,11,0,70,11,370,289,5,12,15,2,22,1,0,0,12,1,0
34,SIBIU,"ŞCOALA PRIMARĂ ROD",375,TILIŞCA,145907,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:37:57",333,316,0,17,0,228,211,0,17,0,203,25,340,112,11,29,85,1,61,0,0,3,10,3,0
34,SIBIU,"SCOALA PRIMARA RUSCIORI",371,"ŞURA MICĂ",145792,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:50",669,661,0,7,1,482,474,0,7,1,413,69,710,228,16,220,126,1,20,3,1,11,10,4,1
34,SIBIU,"SCOALA PRIMARA SEICA MARE",348,"ŞEICA MARE",145667,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:00",871,835,0,15,21,530,494,0,15,21,511,19,890,360,40,51,107,14,113,6,5,5,113,38,19
34,SIBIU,"ȘCOALA PRIMARĂ ȘOMARTIN",259,BRUIU,144410,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:10",337,319,8,8,2,143,129,4,8,2,132,11,420,277,10,11,73,1,15,0,0,6,13,3,0
34,SIBIU,"ȘCOALA PRIMARĂ STEJĂRIȘU",282,IACOBENI,144651,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:20:45",418,415,3,0,0,180,180,0,0,0,164,16,550,370,8,21,78,0,38,0,0,9,1,5,4
34,SIBIU,"ŞCOALA PRIMARA ŞTENEA",352,"ŞEICA MARE",145667,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:34",126,114,0,6,6,78,66,0,6,6,70,8,135,57,0,10,25,2,16,0,2,2,12,1,0
34,SIBIU,"ȘCOALA PRIMARĂ ŢAPU",302,MICĂSASA,144991,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:50:32",564,533,0,11,20,341,310,0,11,20,316,25,620,279,9,26,169,0,90,1,2,6,10,3,0
34,SIBIU,"SCOALA PRIMARA ŢICHINDEAL",314,NOCRICH,145140,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:20:51",150,142,2,2,4,96,90,0,2,4,69,27,160,64,2,9,22,0,28,0,0,1,7,0,0
34,SIBIU,"SCOALA PRIMARĂ VELȚ",238,BAZNA,144152,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:29:06",481,474,1,3,3,210,204,0,3,3,181,29,570,360,12,23,37,2,81,1,11,6,7,1,0
34,SIBIU,"ŞCOALA PRIMARĂ VESEUD",265,CHIRPĂR,144456,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:20:58",155,150,3,2,0,71,69,0,2,0,66,5,170,99,3,2,14,1,29,0,0,0,16,0,1
34,SIBIU,"ŞCOALA PRIMARĂ ZLAGNA",244,BÂRGHIŞ,144232,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:31",141,137,2,2,0,69,65,2,2,0,61,8,150,81,0,20,19,2,8,0,0,3,7,2,0
34,SIBIU,"ŞCOLA GIMNAZIALĂ BRADU",165,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:24",899,892,4,3,0,418,415,0,3,0,386,32,990,572,21,81,142,0,81,4,1,14,37,4,1
34,SIBIU,"ŞCOLA PRIMARĂ SĂCĂDATE",169,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:50",488,482,0,5,1,242,236,0,5,1,234,8,530,288,10,40,89,9,45,1,5,6,24,3,2
34,SIBIU,"SEDIUL ADMINISTRATIV DISPENSAR",337,ROŞIA,145408,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:15",447,435,1,6,5,292,281,0,6,5,275,14,480,191,19,34,49,1,118,34,1,1,8,10,0
34,SIBIU,"SEDIU PRIMARIA",222,ALŢINA,143888,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:48:19",1110,1059,3,25,23,708,659,1,25,23,653,55,1150,442,23,221,81,3,289,5,1,7,6,5,12
34,SIBIU,"STADIONUL MUNICIPAL GAZ METAN",113,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:14:50",849,837,2,9,1,421,411,0,9,1,402,19,950,529,39,40,94,30,49,7,94,8,32,7,2
34,SIBIU,"UNIVERSITATEA LUCIAN BLAGA",148,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:00:07",1351,1345,1,5,0,570,564,1,5,0,548,22,1440,870,36,37,165,20,69,7,121,10,63,17,3
34,SIBIU,"UNIVERSITATEA LUCIAN BLAGA",147,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:20",1083,1077,1,3,2,460,455,0,3,2,394,18,1200,787,24,29,132,21,57,3,83,4,28,11,2
34,SIBIU,"VESTIAR SPARTA",112,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:30",743,714,22,6,1,347,340,0,6,1,328,16,850,503,24,24,55,41,42,4,84,6,34,11,3
