precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞTEFAN CORNELIU-PARTIDUL SOCIAL DEMOCRAT-voturi","ION SORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","IACOB CONSTANTIN-CIPRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PLĂIAŞU GABRIEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",321,OCNIŢA,68324,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:32:09",1282,1275,0,2,5,794,787,0,2,5,769,25,1420,626,385,241,100,43
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 11 ”PRISEACA”",65,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:18",1180,1175,3,2,0,572,570,0,2,0,552,20,1290,718,379,93,46,34
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1 COSTEȘTII DIN VALE",214,"COSTEŞTII DIN VALE",67121,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:55:20",414,401,0,5,8,278,265,0,5,8,263,11,440,166,149,87,15,12
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL NR 1 OCNIȚA",319,OCNIŢA,68324,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:22:24",1268,1257,1,9,1,787,776,1,9,1,770,16,1390,604,422,235,52,61
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",69,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:10:29",715,706,0,8,1,372,363,0,8,1,356,16,780,408,192,59,38,67
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",231,DOICEŞTI,65413,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:04",1555,1536,2,5,12,899,882,0,5,12,879,20,1690,788,679,115,48,37
16,DÂMBOVIŢA,"GRADINIȚA CU PROGRAM NORMAL NR 2 FUNDU OCNEI",320,OCNIŢA,68324,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:21",974,966,2,4,2,570,564,0,4,2,555,15,1070,500,258,221,61,15
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 DOICEȘTI",232,DOICEŞTI,65413,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:39",824,809,3,9,3,469,457,0,9,3,458,11,890,421,285,132,32,9
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR.7 ŢUICANI",68,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:35:51",371,365,1,3,2,173,168,0,3,2,171,2,400,227,107,13,16,35
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL PRIBOIU",152,BRĂNEŞTI,66009,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:02:31",800,793,0,7,0,455,448,0,7,0,439,16,880,425,257,113,42,27
16,DÂMBOVIŢA,"GRÃDINIŢA CU PROGRAM NORMAL RUNCU",365,RUNCU,68716,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:09:57",1161,1140,2,0,19,622,602,1,0,19,603,19,1260,638,300,205,71,27
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL ȘELARU",376,ŞELARU,68887,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:52",641,631,1,9,0,420,411,0,9,0,401,19,690,270,160,173,30,38
16,DÂMBOVIŢA,"GRADINIŢA CU PROGRAM NORMAL ŞTUBEIE TISA",401,"VALEA LUNGĂ",69063,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:48:50",336,331,0,3,2,196,191,0,3,2,192,4,370,174,153,21,12,6
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL SUDULENI",428,VOINEŞTI,69526,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:51",1273,1267,1,5,0,706,701,0,5,0,672,34,1400,694,504,34,107,27
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL TISA",71,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:49",526,517,0,8,1,318,309,0,8,1,308,10,570,252,142,71,27,68
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL UNGURENI",200,"CORBII MARI",66857,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:37:43",886,882,0,4,0,586,582,0,4,0,575,11,970,384,490,47,26,12
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL ”VĂCĂRESCU NATALIA”",338,PIETROŞIŢA,68404,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:26:07",833,829,0,4,0,506,502,0,4,0,496,10,910,404,285,144,44,23
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL VALEA",335,PIETRARI,179908,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:05",522,519,0,1,2,372,369,0,1,2,355,17,570,198,181,18,152,4
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL VALEA CASELOR",406,"VALEA MARE",69170,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:05",563,560,1,1,1,361,358,1,1,1,344,17,620,259,252,36,35,21
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL, VULCANA-PANDELE",432,VULCANA-PANDELE,179640,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:05:40",1212,1201,2,5,4,459,449,1,5,4,437,22,1320,861,274,56,68,39
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”ALEXANDRINA SIMIONESCU-GHICA”",59,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:37",418,412,0,6,0,232,226,0,6,0,226,6,450,218,134,45,21,26
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 13",18,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:56:48",1170,1164,1,5,0,503,498,0,5,0,488,15,1270,767,314,78,36,60
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 13",17,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:06",1399,1394,0,5,0,545,540,0,5,0,526,19,1540,995,336,83,57,50
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 2",3,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:41",1479,1471,2,6,0,630,624,0,6,0,610,20,1630,980,388,88,66,68
16,DÂMBOVIŢA,"GRĂDINIȚA DÂMBOVICIOARA",148,BRANIŞTEA,66152,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:54:52",926,896,1,19,10,717,688,0,19,10,681,36,990,270,217,407,49,8
16,DÂMBOVIŢA,"GRĂDINIŢA DE COPII",427,VOINEŞTI,69526,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:13:09",719,715,0,4,0,482,478,0,4,0,447,35,790,308,327,70,41,9
16,DÂMBOVIŢA,"GRĂDINIȚA DE COPII",173,CIOCĂNEŞTI,101840,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:29:19",378,377,0,1,0,287,286,0,1,0,282,5,410,123,200,13,63,6
16,DÂMBOVIŢA,"GRADINITA DE COPII CU PROGRAM PRELUNGIT NR.5 ”PARADISUL PITICILOR”",113,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:32",1046,1038,0,7,1,486,478,0,7,1,474,12,1140,654,322,97,36,19
16,DÂMBOVIŢA,"GRĂDINIŢA DE COPII GHEBOIENI",390,TĂTĂRANI,68921,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:06:08",1222,1209,0,6,7,651,638,0,6,7,624,27,1340,689,419,59,122,24
16,DÂMBOVIŢA,"GRĂDINIȚA DE COPII VALEA MARE",404,"VALEA LUNGĂ",69063,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:46:00",428,426,0,2,0,226,224,0,2,0,223,3,470,244,140,30,43,10
16,DÂMBOVIŢA,"GRĂDINIȚA DIACONEȘTI NR.9",112,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:45:31",825,815,1,9,0,417,408,0,9,0,404,13,900,483,254,103,37,10
16,DÂMBOVIŢA,"GRADINITA DUMBRAVA",397,ULMI,65501,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:15",1007,1002,2,3,0,539,536,0,3,0,521,18,1100,561,359,62,77,23
16,DÂMBOVIŢA,"GRĂDINIŢA ”DUMBRAVA MINUNATĂ” FIENI",89,"ORAŞ FIENI",65609,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:13",554,541,0,10,3,215,202,0,10,3,203,12,610,395,132,26,27,18
16,DÂMBOVIŢA,"GRĂDINIŢA GEANGOEŞTI-DRAGOMIREŞTI",241,DRAGOMIREŞTI,67407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:05:10",288,281,0,7,0,150,143,0,7,0,147,3,310,160,88,14,32,13
16,DÂMBOVIŢA,"GRADINITA IONESTI",331,PETREŞTI,65752,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:52:36",1452,1435,0,3,14,966,949,0,3,14,920,46,1590,624,284,502,103,31
16,DÂMBOVIŢA,"GRĂDINIŢA MĂGURA",144,BEZDEAD,66330,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:32",806,791,0,8,7,408,393,0,8,7,388,20,880,472,81,278,18,11
16,DÂMBOVIŢA,"GRĂDINIŢA MANGA",426,VOINEŞTI,69526,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:28:04",643,638,0,5,0,361,356,0,5,0,345,16,700,339,282,26,17,20
16,DÂMBOVIŢA,"GRADINITA MATRACA",398,ULMI,65501,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:42:41",688,682,0,6,0,411,405,0,6,0,397,12,760,349,301,36,34,26
16,DÂMBOVIŢA,"GRĂDINIȚA MAVRODIN",121,"ORAŞ RĂCARI",68627,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:37:43",809,778,1,15,15,433,408,0,10,15,419,14,880,447,88,274,40,17
16,DÂMBOVIŢA,"GRĂDINIŢA MISLEA",179,COBIA,66580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:42",612,592,0,3,17,386,366,0,3,17,380,6,674,288,282,22,61,15
16,DÂMBOVIŢA,"GRĂDINIȚA MORTENI CENTRU",307,MORTENI,68253,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:16:12",1145,1096,1,32,16,941,893,0,32,16,893,25,1220,254,646,173,62,12
16,DÂMBOVIŢA,"GRĂDINIȚA MORTENI CENTRU",308,MORTENI,68253,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:52",1110,1079,0,18,13,849,818,0,18,13,787,31,1200,351,583,138,53,13
16,DÂMBOVIŢA,"GRĂDINIȚA NOUĂ POROINICA",296,MĂTĂSARU,68048,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:01",615,613,1,1,0,416,415,0,1,0,410,6,680,264,127,213,34,36
16,DÂMBOVIŢA,"GRĂDINIŢA NR. 1 VISINA",417,VIŞINA,69330,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:24",924,908,0,7,9,641,625,0,7,9,615,26,1018,377,337,186,77,15
16,DÂMBOVIŢA,"GRĂDINIȚA NR. 2 BEZDEAD",143,BEZDEAD,66330,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:11",1313,1302,1,3,7,690,680,0,3,7,674,16,1450,760,225,397,33,19
16,DÂMBOVIŢA,"GRĂDINIȚA PICIOR DE MUNTE",235,DRAGODANA,67327,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:47:22",1429,1403,1,9,16,916,891,0,9,16,890,26,1560,644,581,163,120,26
16,DÂMBOVIŢA,"GRĂDINIŢA PIETROŞIŢA,NR 327 B",337,PIETROŞIŢA,68404,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:55:51",821,819,1,1,0,456,455,0,1,0,438,18,910,454,308,65,38,27
16,DÂMBOVIŢA,"GRĂDINIŢA PIETROŞIŢA,NR.327 B",336,PIETROŞIŢA,68404,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:46",845,840,0,4,1,440,435,0,4,1,423,17,930,490,265,86,37,35
16,DÂMBOVIŢA,"GRĂDINIȚA ”PINOCHIO” COSTEȘTI",91,"ORAŞ FIENI",65609,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:04:27",622,609,0,3,10,325,312,0,3,10,317,8,680,355,219,21,23,54
16,DÂMBOVIŢA,"GRĂDINIȚA ”PITICII” BEREVOIEȘTI",90,"ORAŞ FIENI",65609,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:23:00",543,536,1,3,3,283,276,1,3,3,276,7,590,307,195,46,24,11
16,DÂMBOVIŢA,"GRADINITA POTLOGENI DEAL",332,PETREŞTI,65752,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:47",167,157,0,10,0,125,115,0,10,0,115,10,170,45,25,85,4,1
16,DÂMBOVIŢA,"GRĂDINIȚA PUŢU CU SALCIE",297,MĂTĂSARU,68048,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:26:39",729,717,0,12,0,500,488,0,12,0,470,30,810,310,181,239,32,18
16,DÂMBOVIŢA,"GRĂDINIȚA SĂBIEȘTI",122,"ORAŞ RĂCARI",68627,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:57:32",595,512,0,25,58,424,341,0,25,58,415,9,634,210,60,329,21,5
16,DÂMBOVIŢA,"GRĂDINIŢA TEŢCOIU",293,MĂTĂSARU,68048,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:35:57",1050,1040,0,9,1,659,649,0,9,1,627,32,1150,491,261,276,51,39
16,DÂMBOVIŢA,"GRĂDINȚA LĂCULEȚE",252,GLODENI,67522,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:47",709,708,0,0,1,709,708,0,0,1,398,18,780,364,145,207,22,24
16,DÂMBOVIŢA,"GRUP ŞCOLAR INDUSTRIAL ”INGINER AUREL RAINU” FIENI",87,"ORAŞ FIENI",65609,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:06",1389,1377,2,8,2,549,539,0,8,2,524,25,1510,961,306,122,57,39
16,DÂMBOVIŢA,"GRUP ȘCOLAR INDUSTRIAL ”INGINER AUREL RAINU” FIENI",88,"ORAŞ FIENI",65609,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:35:46",1470,1460,0,8,2,656,646,0,8,2,626,30,1630,974,324,143,94,65
16,DÂMBOVIŢA,"GRӐDINIȚA CU PROGRAM NORMAL GURA ȘUȚII,CORPUL B",262,"GURA ŞUŢII",67648,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:53:01",979,954,0,1,24,648,623,0,1,24,635,13,1080,432,542,17,65,11
16,DÂMBOVIŢA,"LICEUL DE ARTE ”BĂLAȘA DOAMNA”",11,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:12",978,973,0,5,0,401,396,0,5,0,390,11,1070,669,254,57,41,38
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCOVEANU”",23,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:05",677,668,1,8,0,236,228,0,8,0,226,10,740,504,138,40,24,24
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCOVEANU”",21,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:19",1312,1307,0,5,0,515,510,0,5,0,497,18,1450,935,332,66,61,38
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCOVEANU”",19,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:39:30",768,758,0,10,0,302,292,0,10,0,293,9,840,538,185,47,38,23
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCOVEANU”",22,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:50:52",777,773,0,4,0,284,280,0,4,0,273,11,860,576,190,30,39,14
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCOVEANU”",20,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:33",858,852,1,5,0,284,279,0,5,0,273,11,940,656,171,44,41,17
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC DE PETROL",85,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:48",1387,1374,1,9,3,646,634,0,9,3,625,21,1510,864,275,121,66,163
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",41,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:06:23",1701,1692,0,9,0,475,466,0,9,0,464,9,1890,1403,280,69,60,55
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",42,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:31:36",1272,1262,3,7,0,546,538,1,7,0,528,18,1390,844,326,92,55,55
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",44,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:35:12",1222,1218,0,4,0,492,488,0,4,0,482,10,1340,848,341,54,48,39
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",43,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:57:07",1273,1268,1,4,0,564,560,0,4,0,541,23,1400,836,370,64,59,48
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",40,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:29:25",1446,1442,0,4,0,570,566,0,4,0,552,18,1590,1020,349,81,55,67
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ” DOCTOR CONSTANTIN ANGELESCU”",94,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:42:48",1174,1162,0,12,0,739,727,0,12,0,713,26,1280,541,380,250,52,31
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”MARIN GRIGORE NĂSTASE” TĂRTĂȘEȘTI,",385,TĂRTĂŞEŞTI,105534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:24",960,947,3,10,0,582,572,0,10,0,543,39,1050,468,310,46,92,95
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”NICOLAE CIORĂNESCU”",49,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:32",1522,1511,2,9,0,445,436,0,9,0,416,29,1660,1215,262,59,47,48
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”NICOLAE CIORĂNESCU”",50,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:23:03",1114,1107,2,4,1,423,418,0,4,1,406,17,1220,797,270,44,52,40
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”NICOLAE CIORĂNESCU”",46,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:44",1105,1090,7,8,0,543,535,0,8,0,535,8,1200,657,307,80,58,90
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”NICOLAE CIORĂNESCU”",48,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:30:23",736,726,1,8,1,292,283,0,8,1,284,8,800,508,188,35,33,28
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”NICOLAE CIORĂNESCU”",47,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:35:50",765,758,2,5,0,294,289,0,5,0,286,8,840,546,198,32,26,30
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”NICOLAE CIORĂNESCU”",45,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:45:07",1220,1213,0,7,0,408,401,0,7,0,393,15,1350,942,276,41,45,31
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”SPIRU HARET”",8,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:42",1103,1097,0,6,0,464,458,0,6,0,452,12,1210,746,302,70,40,40
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”SPIRU HARET”",9,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:17",926,919,2,5,0,372,367,0,5,0,355,17,1040,668,215,62,40,38
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”SPIRU HARET”",10,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:32",1183,1175,0,8,0,513,505,0,8,0,497,16,1290,777,284,80,72,61
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC UDREA BĂLEANU",137,BĂLENI,66198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:10:26",902,895,1,6,0,482,476,0,6,0,438,44,990,508,182,189,44,23
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC UDREA BĂLEANU",136,BĂLENI,66198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:11",1484,1478,1,5,0,823,818,0,5,0,794,29,1630,807,447,214,70,63
16,DÂMBOVIŢA,"LICEUL TEORETIC IANCU .C.VISARION",129,"ORAŞ TITU",66081,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:27:15",1383,1360,2,11,10,900,878,1,11,10,860,30,1500,610,485,282,47,46
16,DÂMBOVIŢA,"LICEUL TEORETIC IANCU .C.VISARION",128,"ORAŞ TITU",66081,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:25",1187,1169,3,4,11,658,643,0,4,11,639,19,1286,628,389,172,49,29
