precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PUCHEANU IONUŢ-FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","VREME DANIELA-SIMONA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ATANASIU ONUŢ-VALERIU-PARTIDUL NAȚIONAL LIBERAL-voturi","AMBRINOC STĂNICĂ-PARTIDUL PRO ROMÂNIA-voturi","TĂUNE MARCELINA-ROMÂNIA SOCIALISTĂ-voturi","DOBRESCU BOGDAN-PARTIDUL S.O.S. ROMÂNIA-voturi","ŞARPE DANIELA-ANCUŢA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","DURBACĂ EUGEN-PARTIDUL CONSERVATOR DEMOCRAT-voturi","CĂSTĂIAN DORU-VALENTIN-PACT PENTRU GALAȚI-voturi","ROMAN APOSTOL-PICU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","DERMENGI MIHAI-voturi"
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",172,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:33:05",1340,1333,0,7,0,525,518,0,7,0,514,11,1600,1075,338,17,37,1,2,15,34,4,47,15,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”MIRON COSTIN” (ȘCOALA GENERALĂ ”MIRON COSTIN” - ȘCOALA GENERALĂ NR.12)",165,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:01:11",1435,1433,0,2,0,565,563,0,2,0,554,11,1600,1035,340,42,23,4,1,14,45,6,54,19,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",114,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:58:36",1599,1592,0,7,0,619,612,0,7,0,603,16,1600,981,406,33,31,3,5,19,29,5,48,16,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",113,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:57",1361,1354,0,7,0,524,517,0,7,0,511,13,1600,1076,369,31,30,3,1,3,17,3,31,18,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",111,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:08:27",1478,1469,1,8,0,573,565,0,8,0,559,14,1600,1027,371,27,25,1,2,14,38,2,45,30,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",112,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:10:48",1593,1581,3,9,0,608,598,1,9,0,590,9,1600,991,401,41,34,4,1,17,27,8,33,14,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 10 (ȘCOALA GENERALĂ ”PETRE ȚUȚEA” - ȘCOALA GENERALĂ NR. 10)",110,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:35:12",1491,1483,2,5,1,588,582,0,5,1,569,13,1600,1012,373,32,26,4,2,14,38,2,55,12,11
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",32,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:37:53",1175,1166,1,8,0,516,508,0,8,0,502,14,1200,684,283,21,41,1,2,13,33,8,82,9,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",31,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:46",1067,1060,1,6,0,427,421,0,6,0,414,13,1200,773,240,34,14,0,3,24,26,9,36,23,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",33,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:40:45",1236,1224,1,11,0,527,516,0,11,0,507,20,1200,673,265,34,34,4,4,21,46,7,69,16,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 16 (ȘCOALA GENERALĂ ”NICOLAE BĂLCESCU” - ȘCOALA GENERALĂ NR. 16)",30,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:30:42",1252,1243,1,7,1,525,517,0,7,1,505,12,1200,683,303,40,34,4,1,16,38,4,45,13,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 17 (ȘCOALA GENERALĂ ”NICHITA STĂNESCU” - ȘCOALA GENERALĂ NR. 17)",60,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:45:05",1845,1835,1,9,0,383,374,0,9,0,377,6,2000,1617,255,29,7,2,1,8,11,4,20,35,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 17 (ȘCOALA GENERALĂ ”NICHITA STĂNESCU” - ȘCOALA GENERALĂ NR. 17)",62,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:03:27",1835,1824,2,9,0,243,234,0,9,0,234,9,2000,1757,142,29,3,2,2,10,9,5,8,20,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 17 (ȘCOALA GENERALĂ ”NICHITA STĂNESCU” - ȘCOALA GENERALĂ NR. 17)",61,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:33",1866,1857,0,9,0,207,198,0,9,0,202,5,2000,1793,135,14,6,0,2,12,12,6,7,4,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 20 (ȘCOALA GENERALĂ NR. 20 ”TRAIAN”)",44,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:59:48",1952,1926,0,6,20,782,756,0,6,20,760,22,2000,1218,515,28,34,7,3,20,44,5,71,22,11
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 20 (ȘCOALA GENERALĂ NR. 20 ”TRAIAN”)",45,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:25:28",1784,1767,1,6,10,107,91,0,6,10,104,3,2000,1893,64,10,4,0,0,5,8,2,5,5,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 20 (ȘCOALA GENERALĂ NR. 20 ”TRAIAN”)",46,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:24:11",2014,1964,0,28,22,614,586,0,6,22,596,18,2000,1386,350,48,53,6,2,17,52,11,32,22,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 22 (ȘCOALA GENERALĂ ”DIMITRIE CANTEMIR” - ȘCOALA GENERALĂ NR. 22)",69,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:20:25",1886,1879,0,7,0,661,654,0,7,0,635,26,2000,1339,415,37,34,2,2,27,32,2,42,33,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 22 (ȘCOALA GENERALĂ ”DIMITRIE CANTEMIR” - ȘCOALA GENERALĂ NR. 22)",67,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:50:24",1774,1768,1,5,0,669,664,0,5,0,647,22,2000,1331,418,62,26,0,4,15,26,3,36,40,17
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 22 (ȘCOALA GENERALĂ ”DIMITRIE CANTEMIR” - ȘCOALA GENERALĂ NR. 22)",68,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:54:09",1787,1779,2,6,0,701,695,0,6,0,686,15,2000,1299,442,43,47,6,3,20,39,3,55,22,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 24 (ȘCOALA GENERALĂ NR. 24)",47,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:43:03",1509,1491,9,9,0,605,596,0,9,0,592,13,1600,995,319,31,38,3,2,12,50,2,116,12,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 25 (ȘCOALA GENERALĂ ”PETRU RAREȘ” - ȘCOALA GENERALĂ NR. 25)",35,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:14:51",1455,1449,0,6,0,576,570,0,6,0,562,14,1600,1024,328,53,27,4,1,17,28,5,62,28,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 25 (ȘCOALA GENERALĂ ”PETRU RAREȘ” - ȘCOALA GENERALĂ NR. 25)",36,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:11:10",1240,1212,1,11,16,482,455,0,11,16,474,8,1601,1119,246,36,30,4,2,12,29,11,73,20,11
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 25 (ȘCOALA GENERALĂ ”PETRU RAREȘ” - ȘCOALA GENERALĂ NR. 25)",34,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:18:27",1660,1659,0,0,1,550,549,0,0,1,540,10,2000,1450,326,29,24,11,1,16,41,1,59,27,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GENERALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",2,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:28:17",1085,1080,0,5,0,436,431,0,5,0,429,7,1200,764,231,35,33,3,3,11,30,4,54,16,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GENERALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",1,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:53:40",1653,1633,15,4,1,459,454,0,4,1,444,15,1600,1141,234,34,39,2,3,8,39,3,59,14,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",5,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:56:46",1277,1265,5,6,1,490,483,0,6,1,474,16,1200,710,266,24,31,0,2,10,35,7,80,14,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",3,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:33:40",1182,1166,11,5,0,517,512,0,5,0,505,12,1200,683,288,26,41,3,1,7,51,2,70,8,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",4,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:42:16",1017,993,14,10,0,439,427,2,10,0,432,7,1200,761,227,21,41,3,1,6,39,3,71,18,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",6,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:46:10",1235,1195,35,4,1,475,470,0,4,1,464,11,1200,725,290,35,22,2,2,15,40,3,44,7,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",7,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:28:59",900,890,5,5,0,382,377,0,5,0,367,10,800,423,228,23,22,1,1,7,22,6,40,11,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 29 (ȘCOALA GENERALĂ ”SFÂNTA ANA” - ȘCOALA GENERALĂ NR. 29)",64,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 11:06:36",1840,1832,2,6,0,607,601,0,6,0,591,14,2001,1396,404,37,25,6,3,24,23,3,26,29,11
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 29 (ȘCOALA GENERALĂ ”SFÂNTA ANA” - ȘCOALA GENERALĂ NR. 29)",63,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:05:47",1827,1818,1,8,0,512,504,0,8,0,502,10,2000,1488,342,41,26,1,1,11,25,4,24,14,13
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 29 (ȘCOALA GENERALĂ ”SFÂNTA ANA” - ȘCOALA GENERALĂ NR. 29)",65,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 13:00:17",1872,1864,0,8,0,726,718,0,8,0,696,8,2000,1288,501,29,31,4,2,18,26,6,44,28,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 29 (ȘCOALA GENERALĂ ”SFÂNTA ANA” - ȘCOALA GENERALĂ NR. 29)",66,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:21:58",1819,1810,1,8,0,717,709,0,8,0,694,23,2000,1283,454,61,33,4,5,12,35,2,44,35,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 33 (ȘCOALA GENERALĂ ”SFÂNTUL DUMITRU” - ȘCOALA GENERALĂ NR.33)",147,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:17:50",1279,1272,0,7,0,459,452,0,7,0,446,13,1600,1141,325,30,21,6,0,9,18,7,14,10,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 33 (ȘCOALA GENERALĂ ”SFÂNTUL DUMITRU” - ȘCOALA GENERALĂ NR.33)",148,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:09:23",1267,1259,0,8,0,453,445,0,8,0,443,10,1200,747,282,28,24,6,1,17,27,7,20,25,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 33 (ȘCOALA GENERALĂ ”SFÂNTUL DUMITRU” - ȘCOALA GENERALĂ NR.33)",145,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:33:35",1349,1345,0,4,0,538,534,0,4,0,525,13,1600,1062,382,30,21,2,1,16,25,6,18,18,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 33 (ȘCOALA GENERALĂ ”SFÂNTUL DUMITRU” - ȘCOALA GENERALĂ NR.33)",146,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:30",1567,1560,0,7,0,496,489,0,7,0,484,12,1600,1104,359,31,19,8,0,10,21,4,21,8,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",85,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:49:33",1562,1556,1,5,0,642,637,0,5,0,626,16,1600,958,408,45,33,2,5,19,37,2,41,28,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",82,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:14:54",1481,1474,0,6,1,549,542,0,6,1,536,13,1600,244,381,31,14,2,0,16,36,4,30,15,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",84,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:59:21",1653,1648,1,4,0,677,673,0,4,0,663,14,1603,926,458,40,31,3,2,17,28,4,45,28,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",81,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:55:29",1520,1513,0,7,0,637,630,0,7,0,613,17,1600,970,415,34,36,4,2,5,23,3,50,25,16
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",83,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:20:17",1439,1432,2,5,0,543,538,0,5,0,532,11,1600,1057,385,25,22,3,0,9,24,2,46,13,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 5 (ȘCOALA GENERALĂ ”CUZA VODĂ” - ȘCOALA GENERALĂ NR. 5)",97,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:01:28",1533,1523,7,3,0,591,588,0,3,0,583,8,1600,1009,369,37,34,9,1,16,34,5,47,24,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 5 (ȘCOALA GENERALĂ ”CUZA VODĂ” - ȘCOALA GENERALĂ NR. 5)",99,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:14:46",1479,1472,1,6,0,582,576,0,6,0,569,8,1600,1018,354,36,45,3,2,13,39,6,42,21,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 5 (ȘCOALA GENERALĂ ”CUZA VODĂ” - ȘCOALA GENERALĂ NR. 5)",100,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:45:47",1297,1290,2,5,0,492,487,0,5,0,483,9,1200,708,315,16,28,4,2,9,35,2,47,17,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 5 (ȘCOALA GENERALĂ ”CUZA VODĂ” - ȘCOALA GENERALĂ NR. 5)",98,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:17:23",1453,1435,2,16,0,572,556,0,16,0,550,13,1600,1037,368,30,30,3,1,22,34,10,30,18,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 9 (ȘCOALA GIMNAZIALĂ NR. 9 ”CALISTRAT HOGAȘ”)",94,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:05:37",1668,1652,1,15,0,725,720,0,5,0,699,21,2000,1275,463,42,35,2,1,22,20,4,49,54,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 9 (ȘCOALA GIMNAZIALĂ NR. 9 ”CALISTRAT HOGAȘ”)",93,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:10:35",1208,1203,0,5,0,428,423,0,5,0,417,11,1200,772,283,21,24,3,0,10,17,1,34,15,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 9 (ȘCOALA GIMNAZIALĂ NR. 9 ”CALISTRAT HOGAȘ”)",92,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:27:20",1456,1448,3,5,0,613,608,0,5,0,591,22,1600,987,398,30,31,6,1,17,26,4,38,31,9
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GRIGORIE TEOLOGUL” (ȘCOALA GENERALĂ ”SFÂNTUL GRIGORE TEOLOGUL” - ȘCOALA GENERALĂ NR. 41)",121,"MUNICIPIUL GALAŢI",75098,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:18:02",1609,1595,1,13,0,621,608,0,13,0,607,14,1617,996,438,36,29,1,5,2,18,4,36,27,11
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GRIGORIE TEOLOGUL” (ȘCOALA GENERALĂ ”SFÂNTUL GRIGORE TEOLOGUL” - ȘCOALA GENERALĂ NR. 41)",123,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:38:26",1807,1798,0,8,1,689,680,0,8,1,674,15,2000,1309,478,35,36,2,1,8,28,6,53,14,13
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GRIGORIE TEOLOGUL” (ȘCOALA GENERALĂ ”SFÂNTUL GRIGORE TEOLOGUL” - ȘCOALA GENERALĂ NR. 41)",122,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:01:10",1813,1813,0,0,0,724,724,0,0,0,707,17,2000,1276,486,43,45,1,2,19,30,2,38,36,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GRIGORIE TEOLOGUL” (ȘCOALA GENERALĂ ”SFÂNTUL GRIGORE TEOLOGUL”- ȘCOALA GENERALĂ NR. 41)",124,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:52:32",1857,1851,0,6,0,724,718,0,6,0,705,19,2000,1276,465,36,43,11,1,10,32,6,55,35,11
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFINȚII ÎMPĂRAȚI” (ȘCOALA GENERALĂ ”SFINȚII ÎMPĂRAȚI” - ȘCOALA GENERALĂ NR. 42)",118,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:27:52",1618,1612,0,5,1,652,646,0,5,1,638,14,1600,948,437,29,37,3,0,16,42,1,54,14,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFINȚII ÎMPĂRAȚI” (ȘCOALA GENERALĂ ”SFINȚII ÎMPĂRAȚI” - ȘCOALA GENERALĂ NR. 42)",120,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:03:58",1279,1271,1,7,0,490,483,0,7,0,477,13,1200,710,334,23,25,8,4,8,22,2,39,11,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFINȚII ÎMPĂRAȚI” (ȘCOALA GENERALĂ ”SFINȚII ÎMPĂRAȚI” - ȘCOALA GENERALĂ NR. 42)",119,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:42:47",1525,1518,2,5,0,671,666,0,5,0,662,8,1600,930,441,27,38,6,4,7,39,7,79,8,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE” (ȘCOALA GENERALĂ ”ȘTEFAN CEL MARE” - ȘCOALA GENERALĂ NR. 13)",132,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:02:40",1414,1401,2,11,0,565,554,0,11,0,554,11,1600,1035,343,43,31,2,1,9,40,4,55,14,12
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE” (ȘCOALA GENERALĂ ”ȘTEFAN CEL MARE” - ȘCOALA GENERALĂ NR. 13)",131,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:41:49",1285,1273,1,11,0,459,448,0,11,0,450,9,1600,1141,317,22,18,3,0,11,23,3,33,13,7
18,GALAŢI,"STAȚIE DE POMPARE APE UZATE S.C. APĂ-CANAL S.A.",73,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:58:58",488,480,0,8,0,182,174,0,8,0,174,8,500,318,94,16,7,1,0,6,7,0,11,28,4
18,GALAŢI,"UNIVERSITATEA ”DUNĂREA DE JOS” GALAȚI (UNIVERSITATEA GALAŢI)",37,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:14:27",1362,1335,8,5,14,509,490,0,5,14,504,5,1600,1091,284,31,37,2,0,20,48,0,58,16,8
